Gene1	Gene2	interaction	Annotation	Regulation	TRRUST_Annotation	TRRUST_Direction	TRRUST_Score
IGF2R	IRS1	->	catalyze	Activation			
IGF2R	ITSN1	->	complex; input (Complex interaction)	Activation			
IGF2R	RHOBTB3	->	complex; input (Complex interaction)	Activation			
IGF2R	SYNJ1	->	complex; input (Complex interaction)	Activation			
IGF2R	SYNJ2	->	complex; input (Complex interaction)	Activation			
IHH	CDON	->	PPrel: activated by (Swapped)	Activation			
IHH	PTCH2	->	PPrel: activation; complex; input	Activation			
IL11	EPOR	->	PPrel: activated by (Swapped)	Activation			
IL11	IFNAR2	->	PPrel: activated by (Swapped)	Activation			
IL11	IFNGR2	->	PPrel: activated by (Swapped)	Activation			
IL11	IFNLR1	->	PPrel: activated by (Swapped)	Activation			
IL11	IL6R	->	PPrel: activation	Activation			
IL11	JAK1	->	complex; input (Complex interaction)	Activation			
IL11	LIFR	->	PPrel: activation	Activation			
IL1A	IL1RAP	->	PPrel: activation; complex; input	Activation			
IL1B	IL1RAP	->	PPrel: activation; complex; input	Activation			
IL1B	SQSTM1	-|	inhibit	Inhibition			
IL1RAP	ERBB3	->	activated by (Swapped)	Activation			
IL1RAP	ERBB4	->	activated by (Swapped)	Activation			
IL1RAP	EREG	->	activated by (Swapped)	Activation			
IL1RAP	FGF20	->	activated by (Swapped)	Activation			
IL1RAP	FGF5	->	activated by (Swapped)	Activation			
IL1RAP	FGFR2	->	activated by (Swapped)	Activation			
IL1RAP	IRS1	->	activate	Activation			
IL1RAP	KITLG	->	activate	Activation			
IL1RAP	KL	->	activate	Activation			
IL1RAP	MAPK13	->	PPrel: activation, indirect effect	Activation			
IL1RAP	NRG2	->	activate	Activation			
IL1RAP	PDGFA	->	activate	Activation			
IL1RAP	PDGFB	->	activate	Activation			
IL1RAP	PIK3AP1	->	activate	Activation			
IL1RAP	TGFA	->	activate	Activation			
IL6	EPOR	->	PPrel: activated by (Swapped)	Activation			
IL6	FOXO1	->	activated by (Swapped)	Activation			
IL6	IFNAR2	->	PPrel: activated by (Swapped)	Activation			
IL6	IFNGR2	->	PPrel: activated by (Swapped)	Activation			
IL6	IFNLR1	->	PPrel: activated by (Swapped)	Activation			
IL6	IL6R	->	PPrel: activation; catalyze; catalyzed by; complex; inhibited by; input; reaction	Activation			
IL6	LIFR	->	PPrel: activation	Activation			
IL6	SOCS3	->	activate; complex; input; reaction	Activation			
IL6R	FOXO1	->	activated by (Swapped)	Activation			
IL6R	PDGFA	->	PPrel (Input/Compound interaction)	Activation			
IL6R	PDGFB	->	PPrel (Input/Compound interaction)	Activation			
IL6R	PLCG1	->	PPrel: activation	Activation			
IL6R	SHC3	->	PPrel: activation	Activation			
IL6R	SOCS3	->	GErel: expression, indirect effect; activate; complex; input; reaction	Activation			
INHBA	ACVR1C	->	PPrel: activated by; complex; input (Swapped)	Activation			
INHBA	INHBB	->	complex; reaction (Input/Compound interaction)	Activation			
INHBA	SMAD3	->	catalyze	Activation			
INHBA	TGFB2	-|	PPrel: inhibition	Inhibition			
INHBA	TGFB3	-|	PPrel: inhibition	Inhibition			
INHBB	ACVR1C	->	PPrel; PPrel: activated by; complex; input (Swapped)	Activation			
INHBB	BMPR1B	->	PPrel: activated by (Swapped)	Activation			
INHBB	SMAD3	->	catalyze	Activation			
INHBB	TGFB2	-|	PPrel: inhibition	Inhibition			
INHBB	TGFB3	-|	PPrel: inhibition	Inhibition			
INO80C	CUL4B	->	activated by (Swapped)	Activation			
IRF5	IFNA1	->			Activation	->	1.0
IRF5	IL1B	->	GErel: expression by (Swapped)	Activation			
IRF5	IL6	->	GErel: expression by (Swapped)	Activation			
IRF5	PDLIM7	-|			Repression	-|	1.0
IRS1	CAV1	->	activated by (Swapped)	Activation			
IRS1	CBL	->	activated by (Swapped)	Activation			
IRS1	JAK1	->	complex; input (Complex interaction)	Activation			
IRS1	MDK	->	complex; input (Complex interaction)	Activation			
IRS1	NCK2	->	complex; input (Complex interaction)	Activation			
IRS1	NGF	->	complex; input (Complex interaction)	Activation			
IRS1	PTN	->	complex; input (Complex interaction)	Activation			
ITGA2	ITGB3	->	complex (Complex interaction)	Activation			
ITGA2	ITGB8	->	complex (Complex interaction)	Activation			
ITGA2	ITGBL1	->	complex (Complex interaction)	Activation			
ITGA2	LUM	->	complex; input (Complex interaction)	Activation			
ITGA2	PTPN6	->	PPrel: activation	Activation			
ITGA2	SDC2	->	complex; input (Complex interaction)	Activation			
ITGA6	ITGB3	->	complex (Complex interaction)	Activation			
ITGA6	ITGB8	->	complex (Complex interaction)	Activation			
ITGA6	ITGBL1	->	complex (Complex interaction)	Activation			
ITGA6	MDK	->	complex; input (Complex interaction)	Activation			
ITGB3	IRS1	->	activated by (Swapped)	Activation			
ITGB3	KDR	->	PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
ITGB3	L1CAM	->	complex; input (Complex interaction)	Activation			
ITGB3	PDGFB	->	complex; input (Complex interaction)	Activation			
ITGB3	PLAU	->	complex; input (Complex interaction)	Activation			
ITGB3	PLCD4	->	PPrel: activation, indirect effect	Activation			
ITGB3	PLCE1	->	PPrel: activation, indirect effect	Activation			
ITGB3	PLCG1	->	PPrel: activation, indirect effect	Activation			
ITGB3	PRKCG	->	PPrel: binding/association (Binding/Association)	Activation			
ITGB3	PTK2B	->	activate; complex; input	Activation			
ITGB3	PVR	->	complex; input (Complex interaction)	Activation			
ITGB3	SERPINE1	->	complex; input (Complex interaction)	Activation			
ITGB3	TGFB3	->	complex; input (Complex interaction)	Activation			
ITGB3	VEGFA	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
ITGB8	PRKCG	->	PPrel: binding/association (Binding/Association)	Activation			
ITGB8	TGFB3	->	complex; input (Complex interaction)	Activation			
ITGBL1	LAMA1	->	complex; input (Complex interaction)	Activation			
ITGBL1	LAMA3	->	complex; input (Complex interaction)	Activation			
ITGBL1	LAMA5	->	complex; input (Complex interaction)	Activation			
ITGBL1	LAMB2	->	complex; input (Complex interaction)	Activation			
ITGBL1	LAMC2	->	complex; input (Complex interaction)	Activation			
ITSN1	CBL	->	activated by; complex; input (Swapped)	Activation			
ITSN1	KIAA0319	->	complex; input (Complex interaction)	Activation			
ITSN1	REPS2	->	complex; input (Complex interaction)	Activation			
ITSN1	RHOB	->	catalyze	Activation			
ITSN1	SCARB2	->	complex; input (Complex interaction)	Activation			
ITSN1	SH3KBP1	->	complex; input (Complex interaction)	Activation			
ITSN1	STAM	->	complex; input (Complex interaction)	Activation			
ITSN1	SYNJ1	->	complex; input (Complex interaction)	Activation			
ITSN1	SYNJ2	->	complex; input (Complex interaction)	Activation			
ITSN1	SYT2	->	complex; input (Complex interaction)	Activation			
ITSN1	TGFA	->	complex; input (Complex interaction)	Activation			
JAK1	CAMK2D	->	activated by; catalyze (Bidirectional Activation)	Activation			
JAK1	CBL	->	activated by; complex; input (Swapped)	Activation			
JAK1	CSF3	->	PPrel: activation; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
JAK1	FOXO1	->	activated by (Swapped)	Activation			
JAK1	IFNAR2	->	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
JAK1	IFNGR2	->	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
JAK1	IL6	->	PPrel: activation; catalyze; catalyzed by; complex; inhibit; input; reaction (Swapped)	Activation			
JAK1	IL6R	->	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; inhibit; input; reaction (Swapped)	Activation			
JAK1	LIF	->	complex; input (Complex interaction)	Activation			
JAK1	PTK2B	->	complex; input (Complex interaction)	Activation			
JAK1	PTPN6	->	PPrel: inhibited by, dephosphorylation; activate; catalyzed by; complex; inhibited by; input; reaction	Activation			
JAK1	SMPD1	->	activate	Activation			
JAK1	SOCS3	->	PPrel: binding/association; PPrel: inhibited by; activate; complex; input; reaction (Source activates Target)	Activation			
JAK1	STAT4	->	PPrel: activation; PPrel: activation, phosphorylation; complex; input	Activation			
JDP2	ATF3	-|			Repression	-|	1.0
JDP2	DDIT3	-|			Repression	-|	1.0
JUN	ABCA1	->	expression regulated by (Swapped)	Activation			
JUN	ABCB1	->			Activation	->	1.0
JUN	ABL1	->	expression regulated by (Swapped)	Activation			
JUN	AFAP1L2	->	expression regulated by (Swapped)	Activation			
JUN	APOC3	->			Activation	->	1.0
JUN	AR	-|			Repression	-|	1.0
JUN	ARHGAP24	->	expression regulated by (Swapped)	Activation			
JUN	ATF3	->			Activation	->	1.0
JUN	ATP8B1	->	expression regulated by (Swapped)	Activation			
JUN	BATF3	->	activated by; complex; input (Swapped)	Activation			
JUN	BCHE	->	expression regulated by (Swapped)	Activation			
JUN	BCL2L11	->	GErel: expression by (Swapped)	Activation			
JUN	BECN1	->			Activation	->	1.0
JUN	BEX2	->			Activation	->	1.0
JUN	BRCA1	->			Activation	->	1.0
JUN	CALCR	->	GErel: expression by (Swapped)	Activation			
JUN	CBX5	->	expression regulated by (Swapped)	Activation			
JUN	CCK	->			Activation	->	1.0
JUN	CCL2	->			Activation	->	1.0
JUN	CCND1	-|			Repression	-|	1.0
JUN	CCND3	->	GErel: expression by (Swapped)	Activation			
JUN	CD274	->	GErel: expression by (Swapped)	Activation			
JUN	CD40	->	GErel: expression by (Swapped)	Activation			
JUN	CD44	->	GErel: expression by (Swapped)	Activation			
JUN	CD82	->			Activation	->	1.0
JUN	CDKN1A	-|			Repression	-|	1.0
JUN	CITED2	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
JUN	CLU	->	expression regulated by (Swapped)	Activation			
JUN	CNTN1	->	expression regulated by (Swapped)	Activation			
JUN	CREM	->			Activation	->	1.0
JUN	CSF1	->			Activation	->	1.0
JUN	CSPG4	->	expression regulated by (Swapped)	Activation			
JUN	CTGF	-|			Repression	-|	1.0
JUN	CTSL	->			Activation	->	1.0
JUN	CXCL8	->			Activation	->	1.0
JUN	CXCR4	->	expression regulated by (Swapped)	Activation			
JUN	CYP11A1	->	expression regulated by (Swapped)	Activation			
JUN	CYP19A1	-|			Repression	-|	1.0
JUN	DAB2	->	expression regulated by (Swapped)	Activation			
JUN	DCN	-|			Repression	-|	1.0
JUN	DDAH1	->	expression regulated by (Swapped)	Activation			
JUN	DDIT3	->			Activation	->	1.0
JUN	DKK1	->	expression regulated by (Swapped)	Activation			
JUN	DMD	->	expression regulated by (Swapped)	Activation			
JUN	DPYSL3	->	expression regulated by (Swapped)	Activation			
JUN	EDN1	->	GErel: expression by; expression regulated by (Swapped)	Activation			
JUN	EGFR	->			Activation	->	1.0
JUN	EGR1	-|	activate; expression regulates; inhibited by (Target inhibits Source)	Inhibition			
JUN	ENTPD3	->	GErel: expression by (Swapped)	Activation			
JUN	ERBB3	->	expression regulated by (Swapped)	Activation			
JUN	ETS1	->			Activation	->	1.0
JUN	ETV4	->	expression regulated by (Swapped)	Activation			
JUN	EZR	->			Activation	->	1.0
JUN	FAS	->			Activation	->	1.0
JUN	FN1	->	expression regulated by (Swapped)	Activation			
JUN	FOSL1	->			Activation	->	1.0
JUN	FOXA2	->	expression regulated by (Swapped)	Activation			
JUN	GATA3	->	GErel: expression by; complex; input; reaction (Swapped)	Activation			
JUN	GJA1	->			Activation	->	1.0
JUN	HEY1	->			Activation	->	1.0
JUN	ICAM1	->	GErel: expression by; expression regulated by (Swapped)	Activation			
JUN	ID1	->	expression regulated by (Swapped)	Activation			
JUN	IFNG	->			Activation	->	1.0
JUN	IL12B	->			Activation	->	1.0
JUN	IL1A	->	GErel: expression by (Swapped)	Activation			
JUN	IL1B	->	GErel: expression by; PPrel: activated by (Swapped)	Activation			
JUN	IL2	-|			Repression	-|	1.0
JUN	IL3	->			Activation	->	1.0
JUN	IL6	->	GErel: expression by; PPrel: activated by (Swapped)	Activation	Activation	->	1.0
JUN	ITGB3	->	GErel: expression by (Swapped)	Activation			
JUN	JUN	->			Activation	->	1.0
JUN	KRT16	->	expression regulates	Activation	Activation	->	1.0
JUN	LBP	-|			Repression	-|	1.0
JUN	LDHA	->			Activation	->	1.0
JUN	LGALS3	->			Activation	->	1.0
JUN	LMO2	->	expression regulates	Activation			
JUN	LOR	->			Activation	->	1.0
JUN	LOX	->	expression regulates	Activation			
JUN	LPAR1	->	activated by; expression regulates (Bidirectional Activation)	Activation			
JUN	MAPK8	->			Activation	->	1.0
JUN	MAT2A	->	expression regulates	Activation	Activation	->	1.0
JUN	MECOM	->	reaction (Complex interaction)	Activation			
JUN	MEF2C	->	reaction (Complex interaction)	Activation			
JUN	MEF2D	->			Activation	->	1.0
JUN	MGP	->	expression regulates	Activation			
JUN	MMP1	->			Activation	->	1.0
JUN	MMP12	->	expression regulates	Activation			
JUN	MMP13	->			Activation	->	1.0
JUN	MMP2	->			Activation	->	1.0
JUN	MMP3	->	expression regulates	Activation	Activation	->	1.0
JUN	MMP7	->			Activation	->	1.0
JUN	MMP9	-|			Repression	-|	1.0
JUN	MSR1	->			Activation	->	1.0
JUN	MT1A	->	expression regulates	Activation			
JUN	MYC	->	GErel: expression; expression regulates	Activation	Repression	-|	1.0
JUN	NAMPT	->			Activation	->	1.0
JUN	NEFL	->			Activation	->	1.0
JUN	NEIL1	->			Activation	->	1.0
JUN	NEK6	->	expression regulates	Activation			
JUN	NFATC1	->	GErel: expression; complex; inhibited by; input; reaction (Source activates Target)	Activation			
JUN	NGF	->	expression regulates	Activation			
JUN	NNMT	->	expression regulates	Activation			
JUN	NOS2	->			Activation	->	1.0
JUN	NOX5	->			Activation	->	1.0
JUN	NR2F1	-|	activated by; inhibite (Source inhibits Target)	Inhibition			
JUN	NR3C1	->	activate; complex; inhibited by; input; reaction (Source activates Target)	Activation			
JUN	PDE5A	->	expression regulates	Activation			
JUN	PDGFA	->	GErel: expression	Activation			
JUN	PDGFB	->	GErel: expression	Activation			
JUN	PGF	->	GErel: expression	Activation			
JUN	PGR	-|			Repression	-|	1.0
JUN	PLAT	->	expression regulates	Activation	Activation	->	1.0
JUN	PLAUR	->			Activation	->	1.0
JUN	PPARD	->			Activation	->	1.0
JUN	PPARGC1A	-|	activated by; inhibit (Source inhibits Target)	Inhibition			
JUN	PTGS2	->			Activation	->	1.0
JUN	PTN	->			Activation	->	1.0
JUN	PTPRB	->	expression regulates	Activation			
JUN	RARA	-|			Repression	-|	1.0
JUN	RARB	->			Activation	->	1.0
JUN	RARG	-|			Repression	-|	1.0
JUN	RHOB	->			Activation	->	1.0
JUN	RNF128	->	activate; inhibited by (Source activates Target)	Activation			
JUN	SEMA3A	->	expression regulates	Activation			
JUN	SERPINE1	->	GErel: expression; expression regulates	Activation			
JUN	SFRP1	->	expression regulates	Activation			
JUN	SLC40A1	->	expression regulates	Activation			
JUN	SLC7A11	->	expression regulates	Activation			
JUN	SMAD7	->			Activation	->	1.0
JUN	SMN1	-|			Repression	-|	1.0
JUN	SNAI2	->	reaction (Complex interaction)	Activation			
JUN	SOX7	->			Activation	->	1.0
JUN	SPI1	->			Activation	->	1.0
JUN	SPRR1B	->			Activation	->	1.0
JUN	STAT4	->	activate; complex; inhibited by; input; reaction (Source activates Target)	Activation			
JUN	STMN1	->			Activation	->	1.0
JUN	TERT	-|			Repression	-|	1.0
JUN	TFPI2	->	expression regulates	Activation			
JUN	TLR4	->	PCrel: activated, indirect effect; expression regulates (Bidirectional Activation)	Activation			
JUN	TNC	->			Activation	->	1.0
JUN	TNF	->			Activation	->	1.0
JUN	TNFAIP3	->	GErel: expression; expression regulates	Activation			
JUN	TNFRSF1A	->	expression regulates	Activation			
JUN	TNFRSF1B	->			Activation	->	1.0
JUN	TOX2	->	expression regulates	Activation			
JUN	TP53	-|			Repression	-|	1.0
JUN	UGT2B15	->			Activation	->	1.0
JUN	VCAM1	->			Activation	->	1.0
JUN	VDR	->			Activation	->	1.0
JUN	VEGFA	->	GErel: expression; expression regulates	Activation	Repression	-|	1.0
JUN	ZEB1	->	expression regulates	Activation			
JUN	ZSCAN31	->	expression regulates	Activation			
JUP	LEF1	->	PPrel: activation; PPrel: binding/association	Activation			
JUP	MYC	->	GErel: expression	Activation			
JUP	PKP3	->	complex (Complex interaction)	Activation			
JUP	TCF7	->	PPrel: activation; PPrel: binding/association	Activation			
JUP	TCF7L2	->	PPrel: activation; PPrel: binding/association	Activation			
KAZN	PPL	->	complex; input (Complex interaction)	Activation			
KCNAB2	KCNH1	->	complex (Complex interaction)	Activation			
KCNAB2	KCNS3	->	complex (Complex interaction)	Activation			
KDR	CBL	-|	complex; inhibited by; input (Target inhibits Source)	Inhibition			
KDR	IRS1	->	PPrel: activated by (Swapped)	Activation			
KDR	ITGB3	->	PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
KDR	JAK1	->	PPrel: activated by (Swapped)	Activation			
KDR	MAPK13	->	catalyze	Activation			
KDR	NCK2	->	complex; input (Complex interaction)	Activation			
KDR	PAK2	->	complex; input (Complex interaction)	Activation			
KDR	PECAM1	->	complex (Complex interaction)	Activation			
KDR	PLCG1	->	PPrel: activation; activate; catalyze; complex; input	Activation			
KDR	PTK2B	->	activate; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
KDR	SHC3	->	PPrel: activation	Activation			
KDR	VEGFA	->	PPrel: activated by; PPrel: inhibited by; catalyze; catalyzed by; complex; inhibited by; input	Activation			
KIAA0319	SYNJ1	->	complex; input (Complex interaction)	Activation			
KIAA0319	SYNJ2	->	complex; input (Complex interaction)	Activation			
KIF3A	GLI2	->	PPrel: activated by; activated by (Swapped)	Activation			
KITLG	ERBB3	->	PPrel: activated by (Swapped)	Activation			
KITLG	ERBB4	->	PPrel: activated by (Swapped)	Activation			
KITLG	FGFR2	->	PPrel: activated by (Swapped)	Activation			
KITLG	FLT1	->	PPrel: activated by (Swapped)	Activation			
KITLG	KDR	->	PPrel: activated by (Swapped)	Activation			
KITLG	NGFR	->	PPrel: activation	Activation			
KITLG	NTRK2	->	PPrel: activation	Activation			
KITLG	SNAI2	->	activate	Activation			
KL	ATP1A3	->	PCrel: activated by (Swapped)	Activation			
KL	ATP1B1	->	PCrel: activated by (Swapped)	Activation			
KL	IRS1	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
KL	PLCG1	->	complex; input (Complex interaction)	Activation			
KLC3	TUBA1A	->	PPrel: binding/association (Binding/Association)	Activation			
KLC3	TUBB2A	->	PPrel: binding/association (Binding/Association)	Activation			
KLC3	TUBB2B	->	PPrel: binding/association (Binding/Association)	Activation			
KLF13	LDLR	-|			Repression	-|	1.0
KLF2	CCR5	->			Activation	->	1.0
KLF2	CDKN1A	->			Activation	->	1.0
KLF2	CXCR4	-|			Repression	-|	1.0
KLF2	FABP5	-|			Repression	-|	1.0
KLF2	GSTM1	->	GErel: expression by (Swapped)	Activation			
KLF2	GSTM2	->	GErel: expression by (Swapped)	Activation			
KLF2	GSTM3	->	GErel: expression by (Swapped)	Activation			
KLF2	GSTM4	->	GErel: expression by (Swapped)	Activation			
KLF2	GSTP1	->	GErel: expression by (Swapped)	Activation			
KLF2	MGST1	->	GErel: expression	Activation			
KLF2	NOS3	->			Activation	->	1.0
KLF2	PLAT	->	GErel: expression	Activation			
KLF2	PPARG	-|			Repression	-|	1.0
KLF2	SQSTM1	->	GErel: expression	Activation			
KLF2	THBD	->			Activation	->	1.0
KLF2	WEE1	-|			Repression	-|	1.0
KRT14	KRT8	->	complex; input (Complex interaction)	Activation			
KRT14	KRT81	->	complex; input (Complex interaction)	Activation			
KRT14	KRT86	->	complex; input (Complex interaction)	Activation			
KRT15	KRT8	->	complex; input (Complex interaction)	Activation			
KRT15	KRT81	->	complex; input (Complex interaction)	Activation			
KRT15	KRT86	->	complex; input (Complex interaction)	Activation			
KRT16	KRT8	->	complex; input (Complex interaction)	Activation			
KRT16	KRT81	->	complex; input (Complex interaction)	Activation			
KRT16	KRT86	->	complex; input (Complex interaction)	Activation			
KRT17	KRT8	->	complex; input (Complex interaction)	Activation			
KRT17	KRT81	->	complex; input (Complex interaction)	Activation			
KRT17	KRT86	->	complex; input (Complex interaction)	Activation			
KRT18	KRT8	->	complex; input (Complex interaction)	Activation			
KRT18	KRT81	->	complex; input (Complex interaction)	Activation			
KRT18	KRT86	->	complex; input (Complex interaction)	Activation			
KRT19	KRT8	->	complex; input (Complex interaction)	Activation			
KRT19	KRT81	->	complex; input (Complex interaction)	Activation			
KRT19	KRT86	->	complex; input (Complex interaction)	Activation			
KRT32	KRT8	->	complex; input (Complex interaction)	Activation			
KRT32	KRT81	->	complex; input (Complex interaction)	Activation			
KRT32	KRT86	->	complex; input (Complex interaction)	Activation			
KRT33B	KRT8	->	complex; input (Complex interaction)	Activation			
KRT33B	KRT81	->	complex; input (Complex interaction)	Activation			
KRT33B	KRT86	->	complex; input (Complex interaction)	Activation			
KRT34	KRT8	->	complex; input (Complex interaction)	Activation			
KRT34	KRT81	->	complex; input (Complex interaction)	Activation			
KRT34	KRT86	->	complex; input (Complex interaction)	Activation			
KRT8	KRT9	->	complex; input (Complex interaction)	Activation			
KRT81	KRT9	->	complex; input (Complex interaction)	Activation			
KRT86	KRT9	->	complex; input (Complex interaction)	Activation			
KSR1	KIAA1549	-|	complex; inhibited by; input (Target inhibits Source)	Inhibition			
L1CAM	LAMA1	->	complex; input (Complex interaction)	Activation			
L1CAM	SPTB	->	complex; input (Complex interaction)	Activation			
L1CAM	SPTBN5	->	complex; input (Complex interaction)	Activation			
LAMA1	CD44	->	PPrel: activated by (Swapped)	Activation			
LAMA1	DAG1	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
LAMA1	ITGA2	->	PPrel: activated by; complex; input (Swapped)	Activation			
LAMA1	ITGA6	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
LAMA1	ITGB3	->	PPrel: activated by (Swapped)	Activation			
LAMA1	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation			
LAMA1	LAMB2	->	complex (Complex interaction)	Activation			
LAMA1	NID2	->	complex; input (Complex interaction)	Activation			
LAMA1	PAK2	->	complex; input (Complex interaction)	Activation			
LAMA1	PAK6	->	complex; input (Complex interaction)	Activation			
LAMA1	PRNP	->	activate	Activation			
LAMA1	SDC2	->	complex; input (Complex interaction)	Activation			
LAMA3	CD44	->	PPrel: activated by (Swapped)	Activation			
LAMA3	DAG1	->	PPrel: activated by; complex; input (Swapped)	Activation			
LAMA3	ITGA2	->	PPrel: activated by; complex; input (Swapped)	Activation			
LAMA3	ITGA6	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
LAMA3	ITGB3	->	PPrel: activated by (Swapped)	Activation			
LAMA3	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation			
LAMA3	LAMB2	->	complex (Complex interaction)	Activation			
LAMA3	LAMC2	->	complex (Complex interaction)	Activation			
LAMA3	NID2	->	complex; input (Complex interaction)	Activation			
LAMA3	PAK2	->	complex; input (Complex interaction)	Activation			
LAMA3	PAK6	->	complex; input (Complex interaction)	Activation			
LAMA3	PRNP	->	activate	Activation			
LAMA3	SDC2	->	complex; input (Complex interaction)	Activation			
LAMA5	CD44	->	PPrel: activated by (Swapped)	Activation			
LAMA5	DAG1	->	PPrel: activated by; complex; input (Swapped)	Activation			
LAMA5	ITGA2	->	PPrel: activated by; complex; input (Swapped)	Activation			
LAMA5	ITGA6	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
LAMA5	ITGB3	->	PPrel: activated by (Swapped)	Activation			
LAMA5	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation			
LAMA5	LAMB2	->	complex (Complex interaction)	Activation			
LAMA5	LAMC2	->	complex (Complex interaction)	Activation			
LAMA5	NID2	->	complex; input (Complex interaction)	Activation			
LAMA5	PAK2	->	complex; input (Complex interaction)	Activation			
LAMA5	PAK6	->	complex; input (Complex interaction)	Activation			
LAMA5	PRNP	->	activate	Activation			
LAMB2	CD44	->	PPrel: activated by (Swapped)	Activation			
LAMB2	DAG1	->	PPrel: activated by (Swapped)	Activation			
LAMB2	ITGA2	->	PPrel: activated by; complex; input (Swapped)	Activation			
LAMB2	ITGA6	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
LAMB2	ITGB3	->	PPrel: activated by (Swapped)	Activation			
LAMB2	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation			
LAMB2	LAMC2	->	complex (Complex interaction)	Activation			
LAMB2	NID2	->	complex; input (Complex interaction)	Activation			
LAMC2	CD44	->	PPrel: activated by (Swapped)	Activation			
LAMC2	DAG1	->	PPrel: activated by (Swapped)	Activation			
LAMC2	ITGA2	->	PPrel: activated by; complex; input (Swapped)	Activation			
LAMC2	ITGA6	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
LAMC2	ITGB3	->	PPrel: activated by (Swapped)	Activation			
LAMC2	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation			
LEF1	AXIN2	->	GErel: expression by; PPrel: activation (Bidirectional Activation)	Activation			
LEF1	BIRC3	->	GErel: expression by (Swapped)	Activation			
LEF1	CCND3	->	GErel: expression by (Swapped)	Activation			
LEF1	CD1D	-|			Repression	-|	1.0
LEF1	CLDN2	->			Activation	->	1.0
LEF1	CYLD	-|			Repression	-|	1.0
LEF1	DSG4	-|			Repression	-|	1.0
LEF1	ELANE	->			Activation	->	1.0
LEF1	JUN	->	GErel: expression by (Swapped)	Activation			
LEF1	MITF	->			Activation	->	1.0
LEF1	MMP7	->			Activation	->	1.0
LEF1	MYC	->	GErel: expression; catalyze; expression regulates	Activation			
LEF1	MYCBP	->			Activation	->	1.0
LEF1	MYCL	->	catalyze	Activation			
LEF1	NRCAM	->	expression regulates	Activation	Activation	->	1.0
LEF1	NT5E	->	expression regulates	Activation			
LEF1	OCA2	->			Activation	->	1.0
LEF1	PITX2	->	complex; input (Complex interaction)	Activation			
LEF1	SNAI2	->	GErel: expression	Activation			
LEF1	SOX13	->	complex; input (Complex interaction)	Activation			
LEF1	SOX4	->	complex; input (Complex interaction)	Activation			
LEF1	TCF7L2	->	catalyze; input; reaction	Activation			
LEF1	TLE1	->	complex; input (Complex interaction)	Activation			
LEF1	TLE3	->	complex; input (Complex interaction)	Activation			
LEF1	TLE4	->	complex; input (Complex interaction)	Activation			
LIF	EPOR	->	PPrel: activated by (Swapped)	Activation			
LIF	IFNAR2	->	PPrel: activated by (Swapped)	Activation			
LIF	IFNGR2	->	PPrel: activated by (Swapped)	Activation			
LIF	IFNLR1	->	PPrel: activated by (Swapped)	Activation			
LIF	IL6R	->	PPrel: activated by (Swapped)	Activation			
LIF	LIFR	->	PPrel: activation; complex; input	Activation			
LIFR	JAK1	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
LIFR	PDGFA	->	PPrel (Input/Compound interaction)	Activation			
LIFR	PDGFB	->	PPrel (Input/Compound interaction)	Activation			
LMO2	CDH1	-|			Repression	-|	1.0
LMO2	ERG	->			Activation	->	1.0
LMO2	FGF2	->			Activation	->	1.0
LMO2	GYPA	-|			Repression	-|	1.0
LMO2	LEF1	-|			Repression	-|	1.0
LMO2	NFATC1	->			Activation	->	1.0
LMO2	ZEB1	-|			Repression	-|	1.0
LPAR1	JUN	->	activated by; expression regulates (Bidirectional Activation)	Activation			
LPAR1	PTK2B	->	activate	Activation			
LPAR2	GNA15	->	activated by; complex; input (Swapped)	Activation			
LPAR2	JUN	->	activated by (Swapped)	Activation			
LPAR2	PTK2B	->	activate	Activation			
LPAR2	SLC9A3R2	->	complex; input (Complex interaction)	Activation			
LPAR4	RPS6KA5	->	activate	Activation			
