source	target	interaction	Annotation	Regulation
RAC3	CYFIP2	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition
CYFIP2	WASF3	->	complex (Complex interaction)	Activation
JUN	CYP11A1	->	expression regulated by (Swapped)	Activation
CYP1A1	EPHX1	->	ECrel: compound (Input/Compound interaction)	Activation
CYP1A1	GSTM1	->	ECrel: compound (Input/Compound interaction)	Activation
CYP1A1	GSTM2	->	ECrel: compound (Input/Compound interaction)	Activation
CYP1A1	GSTM3	->	ECrel: compound (Input/Compound interaction)	Activation
CYP1A1	GSTM4	->	ECrel: compound (Input/Compound interaction)	Activation
CYP1A1	GSTP1	->	ECrel: compound (Input/Compound interaction)	Activation
CYP1A1	MGST1	->	ECrel: compound (Input/Compound interaction)	Activation
CYP2C18	EPHX1	->	ECrel: compound (Input/Compound interaction)	Activation
CYP2C18	GSTM1	->	ECrel: compound (Input/Compound interaction)	Activation
CYP2C18	GSTM2	->	ECrel: compound (Input/Compound interaction)	Activation
CYP2C18	GSTM3	->	ECrel: compound (Input/Compound interaction)	Activation
CYP2C18	GSTM4	->	ECrel: compound (Input/Compound interaction)	Activation
CYP2C18	GSTP1	->	ECrel: compound (Input/Compound interaction)	Activation
CYP2C18	MGST1	->	ECrel: compound (Input/Compound interaction)	Activation
DAAM1	RHOB	->	complex; input (Complex interaction)	Activation
DAB2	DNAJC6	->	complex; input (Complex interaction)	Activation
DAB2	HIP1	->	complex; input (Complex interaction)	Activation
DAB2	HIP1R	->	complex; input (Complex interaction)	Activation
DAB2	ITSN1	->	complex; input (Complex interaction)	Activation
JUN	DAB2	->	expression regulated by (Swapped)	Activation
DAB2	SMAD3	->	activate	Activation
DAB2	SYNJ1	->	complex; input (Complex interaction)	Activation
DAB2	SYNJ2	->	complex; input (Complex interaction)	Activation
TNFRSF1B	DAB2IP	->	PPrel: activated by (Swapped)	Activation
DAG1	DMD	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
HSPG2	DAG1	->	PPrel: activated by; complex; input (Swapped)	Activation
LAMA1	DAG1	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation
LAMA3	DAG1	->	PPrel: activated by; complex; input (Swapped)	Activation
LAMA5	DAG1	->	PPrel: activated by; complex; input (Swapped)	Activation
LAMB2	DAG1	->	PPrel: activated by (Swapped)	Activation
LAMC2	DAG1	->	PPrel: activated by (Swapped)	Activation
DAG1	PAK2	->	complex (Complex interaction)	Activation
DAG1	PAK6	->	complex (Complex interaction)	Activation
JUN	DDAH1	->	expression regulated by (Swapped)	Activation
DKK1	FZD1	-|	inhibit; input	Inhibition
DKK1	FZD8	->	input (Input/Compound interaction)	Activation
GATA2	DKK1	->	expression regulated by (Swapped)	Activation
JUN	DKK1	->	expression regulated by (Swapped)	Activation
DKK1	KREMEN1	->	complex; input (Complex interaction)	Activation
DKK1	LRP5	-|	PPrel: inhibition; complex; input	Inhibition
DKK1	SFRP1	->	reaction (Complex interaction)	Activation
DKK1	SOST	->	reaction (Complex interaction)	Activation
TCF7L2	DKK1	->	expression regulated by (Swapped)	Activation
DKK1	WNT7B	-|	PPrel: inhibition	Inhibition
DKK1	WNT8B	-|	PPrel: inhibition; inhibit	Inhibition
DMBT1	FLNB	->	complex; input (Complex interaction)	Activation
DMBT1	FN1	->	complex; input (Complex interaction)	Activation
DMBT1	ITGB8	->	complex (Complex interaction)	Activation
DMBT1	ITGBL1	->	complex (Complex interaction)	Activation
DMBT1	LAMA1	->	complex; input (Complex interaction)	Activation
DMBT1	LAMA3	->	complex; input (Complex interaction)	Activation
DMBT1	LAMA5	->	complex; input (Complex interaction)	Activation
DMBT1	LAMB2	->	complex; input (Complex interaction)	Activation
DMBT1	LAMC2	->	complex; input (Complex interaction)	Activation
PTK2B	DMBT1	->	catalyzed by; complex; input (Swapped)	Activation
JUN	DMD	->	expression regulated by (Swapped)	Activation
DMD	LAMA1	->	complex; input (Complex interaction)	Activation
DMD	LAMA3	->	complex; input (Complex interaction)	Activation
DMD	LAMA5	->	complex; input (Complex interaction)	Activation
DMD	PAK2	->	complex (Complex interaction)	Activation
DMD	PAK6	->	complex (Complex interaction)	Activation
DNAJC6	EREG	->	complex; input (Complex interaction)	Activation
DNAJC6	HIP1	->	complex; input (Complex interaction)	Activation
DNAJC6	HIP1R	->	complex; input (Complex interaction)	Activation
DNAJC6	IGF2R	->	complex; input (Complex interaction)	Activation
DNAJC6	ITSN1	->	complex; input (Complex interaction)	Activation
DNAJC6	KIAA0319	->	complex; input (Complex interaction)	Activation
DNAJC6	REPS2	->	complex; input (Complex interaction)	Activation
DNAJC6	SCARB2	->	complex; input (Complex interaction)	Activation
DNAJC6	SH3KBP1	->	complex; input (Complex interaction)	Activation
DNAJC6	STAM	->	complex; input (Complex interaction)	Activation
DNAJC6	SYNJ1	->	complex; input (Complex interaction)	Activation
DNAJC6	SYNJ2	->	complex; input (Complex interaction)	Activation
DNAJC6	SYT2	->	complex; input (Complex interaction)	Activation
DNAJC6	TGFA	->	complex; input (Complex interaction)	Activation
DNM1	EPHB2	->	complex; input (Complex interaction)	Activation
DNM1	F2R	->	activate	Activation
DNM1	GNA15	->	activate; inhibited by (Source activates Target)	Activation
GNA15	DNM1	-|	activate; inhibited by (Target inhibits Source)	Inhibition
DNM1	NGF	->	activate	Activation
DNM1	SH3KBP1	->	reaction (Complex interaction)	Activation
DNM1	SLC9A3R1	->	activate; inhibited by (Source activates Target)	Activation
SLC9A3R1	DNM1	-|	activate; inhibited by (Target inhibits Source)	Inhibition
DNM1	SYNJ1	->	reaction (Complex interaction)	Activation
DOCK2	RAC3	->	PPrel: activation	Activation
DPF3	PPARG	->	PPrel: binding/association (Binding/Association)	Activation
DPYSL2	L1CAM	->	complex; input (Complex interaction)	Activation
PLXNA1	DPYSL2	->	catalyzed by; complex; input (Swapped)	Activation
PLXNA4	DPYSL2	->	catalyzed by; complex; input (Swapped)	Activation
SEMA3A	DPYSL2	->	catalyzed by; complex; input (Swapped)	Activation
JUN	DPYSL3	->	expression regulated by (Swapped)	Activation
PLXNA1	DPYSL3	->	catalyzed by; complex; input (Swapped)	Activation
PLXNA4	DPYSL3	->	catalyzed by; complex; input (Swapped)	Activation
SEMA3A	DPYSL3	->	catalyzed by; complex; input (Swapped)	Activation
DSCAM	MAPK13	->	catalyze	Activation
DSG2	FLG	->	complex; input (Complex interaction)	Activation
DSG2	JUP	->	complex (Complex interaction)	Activation
DSG2	PKP3	->	complex (Complex interaction)	Activation
EDN1	EDNRB	->	PPrel: activation; complex; input	Activation
GATA2	EDN1	->	expression regulated by (Swapped)	Activation
GATA3	EDN1	->	expression regulated by (Swapped)	Activation
EDN1	GNA15	->	complex; input (Complex interaction)	Activation
EDN1	HCAR1	->	PPrel: activation	Activation
EDN1	HTR1D	->	PPrel: activation	Activation
JUN	EDN1	->	GErel: expression by; expression regulated by (Swapped)	Activation
MYC	EDN1	->	expression regulated by (Swapped)	Activation
NFATC1	EDN1	->	catalyzed by (Swapped)	Activation
NFATC4	EDN1	->	catalyzed by (Swapped)	Activation
EDN1	NPY1R	->	PPrel: activation	Activation
PPARG	EDN1	->	expression regulated by (Swapped)	Activation
EDN1	SLC9A3R1	->	complex; input (Complex interaction)	Activation
SMAD3	EDN1	->	expression regulated by (Swapped)	Activation
EDN1	SSTR1	->	PPrel: activation	Activation
EDN1	SSTR2	->	PPrel: activation	Activation
EDN2	EDNRB	->	PPrel: activation; complex; input	Activation
EDN2	GNA15	->	complex; input (Complex interaction)	Activation
EDN2	HCAR1	->	PPrel: activation	Activation
EDN2	HTR1D	->	PPrel: activation	Activation
EDN2	NPY1R	->	PPrel: activation	Activation
EDN2	SSTR1	->	PPrel: activation	Activation
EDN2	SSTR2	->	PPrel: activation	Activation
EDNRB	GNA15	->	PPrel: activation; complex; input	Activation
EEF1A2	PTPN6	->	PPrel: activation	Activation
EFEMP1	VTN	->	complex; input (Complex interaction)	Activation
EFNA1	EPHA10	->	complex; input (Complex interaction)	Activation
EFNA1	EPHA5	->	PPrel: activation; complex; input	Activation
EFNA1	EPHB2	->	input (Input/Compound interaction)	Activation
EFNA1	ERBB3	->	PPrel: activation	Activation
EFNA1	ERBB4	->	PPrel: activation	Activation
EFNA1	FGFR2	->	PPrel: activation	Activation
EFNA1	FLT1	->	PPrel: activation	Activation
FOXA2	EFNA1	->	expression regulated by (Swapped)	Activation
EFNA1	KDR	->	PPrel: activation	Activation
EFNA1	NGFR	->	PPrel: activation	Activation
EFNA1	NTRK2	->	PPrel: activation	Activation
TFAP2C	EFNA1	->	expression regulated by (Swapped)	Activation
GATA2	EGFL7	->	expression regulated by (Swapped)	Activation
EGR1	EHF	->	expression regulates	Activation
EGR1	ERBB3	->	expression regulates	Activation
EGR1	ETV4	->	expression regulates	Activation
EGR1	FLT1	->	expression regulates	Activation
EGR1	FN1	->	expression regulates	Activation
GATA2	EGR1	->	expression regulated by (Swapped)	Activation
EGR1	GDF15	->	expression regulates	Activation
EGR1	HMGA1	->	expression regulates	Activation
EGR1	IL1A	->	expression regulates	Activation
EGR1	IL1B	->	expression regulates	Activation
EGR1	IL6	->	expression regulates	Activation
EGR1	JUN	->	activate; expression regulates; inhibited by (Source activates Target)	Activation
JUN	EGR1	-|	activate; expression regulates; inhibited by (Target inhibits Source)	Inhibition
EGR1	MECOM	->	activate; inhibited by (Source activates Target)	Activation
MECOM	EGR1	-|	activate; inhibited by (Target inhibits Source)	Inhibition
EGR1	NFATC1	->	complex; input (Complex interaction)	Activation
EGR1	PDGFB	->	expression regulates	Activation
EGR1	PECAM1	->	expression regulates	Activation
EGR1	PLAU	->	expression regulates	Activation
EGR1	POR	->	expression regulates	Activation
EGR1	POU2F2	->	expression regulated by; expression regulates (Bidirectional Activation)	Activation
POU2F2	EGR1	->	expression regulated by; expression regulates (Bidirectional Activation)	Activation
EGR1	PPARG	->	expression regulates; reaction	Activation
EGR1	SNAI2	->	activate; inhibited by (Source activates Target)	Activation
SNAI2	EGR1	-|	activate; inhibited by (Target inhibits Source)	Inhibition
EGR1	SP140	->	expression regulates	Activation
EGR1	SPINT1	->	expression regulates	Activation
EGR1	TFPI2	->	expression regulates	Activation
EGR1	TSTD1	->	expression regulates	Activation
EGR1	VEGFA	->	expression regulates	Activation
POU2F2	EHF	->	expression regulated by (Swapped)	Activation
ZEB1	EHF	->	expression regulated by (Swapped)	Activation
ENAH	ROBO1	->	complex; input (Complex interaction)	Activation
JUN	ENTPD3	->	GErel: expression by (Swapped)	Activation
EPB41L1	GSN	->	complex (Complex interaction)	Activation
EPB41L1	MPP1	->	complex (Complex interaction)	Activation
EPB41L1	MSN	->	complex (Complex interaction)	Activation
EPB41L1	MYO7A	->	complex (Complex interaction)	Activation
NGF	EPB41L1	->	activated by (Swapped)	Activation
EPHA10	EPHA5	->	input (Input/Compound interaction)	Activation
EPHA10	EPHB2	->	input (Input/Compound interaction)	Activation
EPHA5	EPHB2	->	input (Input/Compound interaction)	Activation
EPHB2	ITSN1	->	complex; input (Complex interaction)	Activation
EPHB2	L1CAM	->	catalyze; complex; input	Activation
EPHB2	NCK2	->	complex; input (Complex interaction)	Activation
EPHB2	SDC2	->	activate	Activation
EPHB2	SYNJ1	->	activate	Activation
EPHX1	GSTM1	->	ECrel: compound (Input/Compound interaction)	Activation
EPHX1	GSTM2	->	ECrel: compound (Input/Compound interaction)	Activation
EPHX1	GSTM3	->	ECrel: compound (Input/Compound interaction)	Activation
EPHX1	GSTM4	->	ECrel: compound (Input/Compound interaction)	Activation
EPHX1	GSTP1	->	ECrel: compound (Input/Compound interaction)	Activation
EPHX1	MGST1	->	ECrel: compound (Input/Compound interaction)	Activation
EPN3	FGFR2	->	PPrel: binding/association (Binding/Association)	Activation
IL11	EPOR	->	PPrel: activated by (Swapped)	Activation
IL6	EPOR	->	PPrel: activated by (Swapped)	Activation
EPOR	JAK1	->	PPrel: activation; PPrel: binding/association; complex	Activation
EPOR	KITLG	->	complex; input; reaction (Complex interaction)	Activation
LIF	EPOR	->	PPrel: activated by (Swapped)	Activation
EPOR	PDGFA	->	PPrel (Input/Compound interaction)	Activation
EPOR	PDGFB	->	PPrel (Input/Compound interaction)	Activation
EPOR	PLCG1	->	activate; complex; input	Activation
EPOR	PTPN6	->	activate; inhibited by (Source activates Target)	Activation
PTPN6	EPOR	-|	activate; inhibited by (Target inhibits Source)	Inhibition
EPOR	SOCS3	->	complex; input (Complex interaction)	Activation
ERBB3	ERBB4	->	complex; input (Complex interaction)	Activation
EREG	ERBB3	->	PPrel: activated by; complex; input (Swapped)	Activation
FGF20	ERBB3	->	PPrel: activated by (Swapped)	Activation
FGF5	ERBB3	->	PPrel: activated by (Swapped)	Activation
GATA2	ERBB3	->	expression regulated by (Swapped)	Activation
ERBB3	GRB7	->	complex; input (Complex interaction)	Activation
IL1RAP	ERBB3	->	activated by (Swapped)	Activation
ERBB3	IRS1	->	PPrel: activation	Activation
ERBB3	ITGA6	->	reaction (Complex interaction)	Activation
ERBB3	JAK1	->	PPrel: activation	Activation
JUN	ERBB3	->	expression regulated by (Swapped)	Activation
KITLG	ERBB3	->	PPrel: activated by (Swapped)	Activation
MYC	ERBB3	->	PPrel: inhibition, indirect effect; expression regulated by (Target activates Source)	Activation
ERBB3	MYC	-|	PPrel: inhibition, indirect effect; expression regulated by (Source inhibits Target)	Inhibition
NGF	ERBB3	->	PPrel: activated by (Swapped)	Activation
NRG2	ERBB3	->	PPrel: activated by; complex; input (Swapped)	Activation
PDGFA	ERBB3	->	PPrel: activated by (Swapped)	Activation
PDGFB	ERBB3	->	PPrel: activated by (Swapped)	Activation
PDGFD	ERBB3	->	PPrel: activated by (Swapped)	Activation
PGF	ERBB3	->	PPrel: activated by; interaction (Swapped)	Activation
ERBB3	PLCG1	->	PPrel: activation	Activation
RNF41	ERBB3	->	activated by; complex; input (Swapped)	Activation
ERBB3	SHC3	->	PPrel: activation; PPrel: activation, phosphorylation	Activation
TFAP2C	ERBB3	->	expression regulated by (Swapped)	Activation
TGFA	ERBB3	->	PPrel: activated by; complex; input (Swapped)	Activation
VEGFA	ERBB3	->	PPrel: activated by (Swapped)	Activation
EREG	ERBB4	->	PPrel: activated by; complex; input (Swapped)	Activation
FGF20	ERBB4	->	PPrel: activated by (Swapped)	Activation
FGF5	ERBB4	->	PPrel: activated by (Swapped)	Activation
ERBB4	GRIN2A	-|	inhibite	Inhibition
IL1RAP	ERBB4	->	activated by (Swapped)	Activation
ERBB4	IRS1	->	PPrel: activation	Activation
KITLG	ERBB4	->	PPrel: activated by (Swapped)	Activation
LRIG1	ERBB4	->	activated by (Swapped)	Activation
ERBB4	MYC	-|	PPrel: inhibition, indirect effect	Inhibition
NGF	ERBB4	->	PPrel: activated by (Swapped)	Activation
NRG2	ERBB4	->	PPrel: activated by; complex; input (Swapped)	Activation
PDGFA	ERBB4	->	PPrel: activated by (Swapped)	Activation
PDGFB	ERBB4	->	PPrel: activated by (Swapped)	Activation
PDGFD	ERBB4	->	PPrel: activated by (Swapped)	Activation
PGF	ERBB4	->	PPrel: activated by; interaction (Swapped)	Activation
ERBB4	PLCG1	->	PPrel: activation; complex; input	Activation
ERBB4	PRKCG	->	catalyze	Activation
ERBB4	SHC3	->	PPrel: activation, phosphorylation; complex; input	Activation
ERBB4	SPRY1	->	catalyze	Activation
ERBB4	STAT4	->	complex; input (Complex interaction)	Activation
TGFA	ERBB4	->	PPrel: activated by; catalyzed by (Swapped)	Activation
VEGFA	ERBB4	->	PPrel: activated by (Swapped)	Activation
EREG	FGFR2	->	PPrel: activation	Activation
EREG	FLT1	->	PPrel: activation	Activation
EREG	HIP1	->	complex; input (Complex interaction)	Activation
EREG	HIP1R	->	complex; input (Complex interaction)	Activation
IL1RAP	EREG	->	activated by (Swapped)	Activation
EREG	ITSN1	->	complex; input (Complex interaction)	Activation
EREG	KDR	->	PPrel: activation	Activation
LRIG1	EREG	-|	inhibited by (Target inhibits Source)	Inhibition
EREG	NGFR	->	PPrel: activation	Activation
EREG	NRG2	->	complex; input (Complex interaction)	Activation
EREG	NTRK2	->	PPrel: activation	Activation
EREG	PAG1	->	catalyze	Activation
EREG	PLCG1	->	complex; input (Complex interaction)	Activation
PTPN3	EREG	->	catalyzed by (Swapped)	Activation
EREG	REPS2	->	complex (Complex interaction)	Activation
EREG	SH3KBP1	->	complex; input (Complex interaction)	Activation
EREG	SPRY1	->	catalyze; complex; input	Activation
EREG	STAM	->	complex; input (Complex interaction)	Activation
EREG	SYNJ1	->	complex; input (Complex interaction)	Activation
EREG	SYNJ2	->	complex; input (Complex interaction)	Activation
ESRP1	ESRP2	->	complex; input (Complex interaction)	Activation
FOXA2	ETV4	->	expression regulated by (Swapped)	Activation
GATA2	ETV4	->	expression regulated by (Swapped)	Activation
ETV4	HPGD	->	expression regulates	Activation
JUN	ETV4	->	expression regulated by (Swapped)	Activation
ETV4	MMP3	->	expression regulates	Activation
MYC	ETV4	->	expression regulated by (Swapped)	Activation
TCF7L2	ETV4	->	expression regulated by (Swapped)	Activation
F11R	ITGB3	->	complex; input; reaction (Complex interaction)	Activation
F11R	PARD6A	->	complex; input (Complex interaction)	Activation
VTN	F11R	->	activated by (Swapped)	Activation
SERPINA5	F13A1	-|	inhibited by (Target inhibits Source)	Inhibition
F2R	F2RL2	->	complex (Complex interaction)	Activation
F2R	F2RL3	->	complex (Complex interaction)	Activation
F2R	GNA15	->	PPrel: activation; activate; complex; input	Activation
NFATC1	F2R	->	GErel: expression by (Swapped)	Activation
PRSS3	F2R	->	PPrel: activated by (Swapped)	Activation
F2RL1	GNA15	->	complex; input (Complex interaction)	Activation
PRSS3	F2RL1	->	PPrel: activated by (Swapped)	Activation
F2RL2	F2RL3	->	activate; catalyze; catalyzed by; input (Bidirectional Activation)	Activation
F2RL3	F2RL2	->	activate; catalyze; catalyzed by; input (Bidirectional Activation)	Activation
F2RL2	GNA15	->	catalyze; complex; input	Activation
F2RL2	PAK2	->	activate	Activation
F2RL2	PARD6A	->	complex (Complex interaction)	Activation
PRSS3	F2RL2	->	PPrel: activated by (Swapped)	Activation
F2RL3	GNA15	->	activate; catalyze; complex; input	Activation
PRSS3	F2RL3	->	PPrel: activated by (Swapped)	Activation
GATA2	FAXDC2	->	expression regulated by (Swapped)	Activation
FBLIM1	FLNC	->	complex; input (Complex interaction)	Activation
FBLN1	VTN	->	complex; input (Complex interaction)	Activation
FURIN	FBN1	->	catalyzed by (Swapped)	Activation
FBN1	ITGB3	->	complex; input (Complex interaction)	Activation
FBXO2	FBXO27	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO27	FBXO2	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO2	FBXO44	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO44	FBXO2	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO2	FBXO6	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO6	FBXO2	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO2	NEDD4L	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
NEDD4L	FBXO2	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO2	RNF115	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
RNF115	FBXO2	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO27	FBXO44	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO44	FBXO27	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO27	FBXO6	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO6	FBXO27	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO27	NEDD4L	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
NEDD4L	FBXO27	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO27	RNF115	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
RNF115	FBXO27	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO44	FBXO6	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO6	FBXO44	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO44	NEDD4L	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
NEDD4L	FBXO44	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO44	RNF115	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
RNF115	FBXO44	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO6	NEDD4L	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
NEDD4L	FBXO6	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FBXO6	RNF115	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
RNF115	FBXO6	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FGD4	RHOB	->	catalyze	Activation
FGF20	FGF5	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FGF5	FGF20	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
FGF20	FGFR2	->	PPrel: activation; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
FGFR2	FGF20	->	PPrel: activation; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
FGF20	FLT1	->	PPrel: activation	Activation
IL1RAP	FGF20	->	activated by (Swapped)	Activation
FGF20	KDR	->	PPrel: activation	Activation
FGF20	MST1R	->	PPrel: activation	Activation
FGF20	NGFR	->	PPrel: activation	Activation
FGF20	NTRK2	->	PPrel: activation	Activation
FGF20	PLCG1	->	complex; input (Complex interaction)	Activation
FGF5	FGFR2	->	PPrel: activation; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
FGFR2	FGF5	->	PPrel: activation; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
FGF5	FLT1	->	PPrel: activation	Activation
IL1RAP	FGF5	->	activated by (Swapped)	Activation
FGF5	KDR	->	PPrel: activation	Activation
FGF5	MST1R	->	PPrel: activation	Activation
FGF5	NGFR	->	PPrel: activation	Activation
FGF5	NTRK2	->	PPrel: activation	Activation
FGF5	PLCG1	->	complex; input (Complex interaction)	Activation
FOXA2	FGFR2	->	expression regulated by (Swapped)	Activation
IL1RAP	FGFR2	->	activated by (Swapped)	Activation
FGFR2	IRS1	->	PPrel: activation	Activation
FGFR2	JAK1	->	PPrel: activation	Activation
KITLG	FGFR2	->	PPrel: activated by (Swapped)	Activation
NGF	FGFR2	->	PPrel: activated by (Swapped)	Activation
PDGFA	FGFR2	->	PPrel: activated by (Swapped)	Activation
PDGFB	FGFR2	->	PPrel: activated by (Swapped)	Activation
PDGFD	FGFR2	->	PPrel: activated by (Swapped)	Activation
PGF	FGFR2	->	PPrel: activated by; interaction (Swapped)	Activation
FGFR2	PLCG1	->	PPrel: activation; complex; input	Activation
FGFR2	PRKCG	->	catalyze	Activation
FGFR2	SH3KBP1	->	PPrel: binding/association (Binding/Association)	Activation
FGFR2	SHC3	->	PPrel: activation; complex; input	Activation
TGFA	FGFR2	->	PPrel: activated by (Swapped)	Activation
VEGFA	FGFR2	->	PPrel: activated by (Swapped)	Activation
FKBP5	NR3C1	->	complex (Complex interaction)	Activation
FURIN	FLG	->	catalyzed by (Swapped)	Activation
FLG	JUP	->	complex; input (Complex interaction)	Activation
FLG	PKP3	->	complex; input (Complex interaction)	Activation
ST14	FLG	->	catalyzed by (Swapped)	Activation
GATA2	FLI1	->	complex; expression regulated by; input (Swapped)	Activation
FLI1	IGFBP3	->	expression regulates	Activation
FLI1	LEF1	->	reaction (Complex interaction)	Activation
FLI1	MMP3	->	expression regulates	Activation
FLNB	FN1	->	complex; input (Complex interaction)	Activation
FLNB	ITGA2	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
FLNB	ITGA6	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
FLNB	ITGB3	->	PPrel: binding/association (Binding/Association)	Activation
FLNB	ITGB8	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
FLNB	ITGBL1	->	complex; input (Complex interaction)	Activation
FLNB	LAMA1	->	complex; input (Complex interaction)	Activation
FLNB	LAMA3	->	complex; input (Complex interaction)	Activation
FLNB	LAMA5	->	complex; input (Complex interaction)	Activation
FLNB	LAMB2	->	complex; input (Complex interaction)	Activation
FLNB	LAMC2	->	complex; input (Complex interaction)	Activation
PTK2B	FLNB	->	catalyzed by; complex; input (Swapped)	Activation
FLNC	ITGA2	->	PPrel: binding/association (Binding/Association)	Activation
FLNC	ITGA6	->	PPrel: binding/association (Binding/Association)	Activation
FLNC	ITGB3	->	PPrel: binding/association (Binding/Association)	Activation
FLNC	ITGB8	->	PPrel: binding/association (Binding/Association)	Activation
FLT1	GPC1	->	complex; input (Complex interaction)	Activation
FLT1	IRS1	->	PPrel: activation	Activation
FLT1	KDR	->	complex; input (Complex interaction)	Activation
KITLG	FLT1	->	PPrel: activated by (Swapped)	Activation
NGF	FLT1	->	PPrel: activated by (Swapped)	Activation
PDGFA	FLT1	->	PPrel: activated by (Swapped)	Activation
PDGFB	FLT1	->	PPrel: activated by (Swapped)	Activation
PDGFD	FLT1	->	PPrel: activated by (Swapped)	Activation
PGF	FLT1	->	PPrel: activated by; complex; input; interaction (Swapped)	Activation
FLT1	PLCG1	->	PPrel: activation; activate	Activation
FLT1	SHC3	->	PPrel: activation	Activation
TGFA	FLT1	->	PPrel: activated by (Swapped)	Activation
VEGFA	FLT1	->	PCrel: activated by; PPrel: activated by; complex; input (Swapped)	Activation
FMNL1	SRGAP2	->	complex; input (Complex interaction)	Activation
GATA2	FN1	->	expression regulated by (Swapped)	Activation
FN1	IRS1	->	activate	Activation
FN1	ITGA2	->	PPrel: activation; complex; input	Activation
FN1	ITGA6	->	PPrel: activation; complex; input	Activation
FN1	ITGB3	->	PPrel: activation; complex; input; reaction	Activation
FN1	ITGB8	->	PPrel: activation; complex; input	Activation
FN1	ITGBL1	->	complex; input (Complex interaction)	Activation
JUN	FN1	->	expression regulated by (Swapped)	Activation
FN1	LAMA1	->	complex (Complex interaction)	Activation
FN1	LAMA3	->	complex (Complex interaction)	Activation
FN1	LAMA5	->	complex (Complex interaction)	Activation
FN1	LAMB2	->	complex (Complex interaction)	Activation
FN1	LAMC2	->	complex (Complex interaction)	Activation
MYC	FN1	->	expression regulated by (Swapped)	Activation
FN1	PLAU	->	complex; input (Complex interaction)	Activation
PTK2B	FN1	->	catalyzed by; complex; input (Swapped)	Activation
FN1	SDC2	->	PPrel: activation; complex; input	Activation
FOLR1	SPTB	->	complex; input (Complex interaction)	Activation
FOLR1	SPTBN5	->	complex; input (Complex interaction)	Activation
FOXA2	FOXO1	->	activate; inhibited by (Source activates Target)	Activation
FOXO1	FOXA2	-|	activate; inhibited by (Target inhibits Source)	Inhibition
FOXA2	FST	->	expression regulates	Activation
GLI2	FOXA2	->	expression regulated by (Swapped)	Activation
FOXA2	ID1	->	expression regulates	Activation
JUN	FOXA2	->	expression regulated by (Swapped)	Activation
FOXA2	LEF1	->	reaction (Complex interaction)	Activation
FOXA2	NR1D1	->	expression regulates	Activation
FOXA2	NR3C1	->	reaction (Complex interaction)	Activation
FOXA2	PBX1	->	expression regulates	Activation
FOXA2	SARM1	->	expression regulates	Activation
FOXA2	SLC40A1	->	expression regulates	Activation
FOXA2	TCF7	->	reaction (Complex interaction)	Activation
FOXA2	ZNF175	->	expression regulates	Activation
FOXO1	GABARAPL1	->	GErel: expression	Activation
FOXO1	GADD45B	->	GErel: expression	Activation
IL6	FOXO1	->	activated by (Swapped)	Activation
IL6R	FOXO1	->	activated by (Swapped)	Activation
JAK1	FOXO1	->	activated by (Swapped)	Activation
