Gene1	Gene2	Annotation	Direction	Score
EDN2	HCAR1	PPrel: activation	->	1.0
EDN2	HTR1D	PPrel: activation	->	1.0
EDN2	NPY1R	PPrel: activation	->	1.0
EDN2	SSTR1	PPrel: activation	->	1.0
EDN2	SSTR2	PPrel: activation	->	1.0
EDNRB	GNA15	PPrel: activation; complex; input	->	1.0
EEF1A2	PTPN6	PPrel: activation	->	1.0
EFEMP1	VTN	complex; input	-	1.0
EFNA1	EPHA10	complex; input	-	1.0
EFNA1	EPHA5	PPrel: activation; complex; input	->	1.0
EFNA1	EPHB2	input	-	1.0
EFNA1	ERBB3	PPrel: activation	->	1.0
EFNA1	ERBB4	PPrel: activation	->	1.0
EFNA1	FGFR2	PPrel: activation	->	1.0
EFNA1	FLT1	PPrel: activation	->	1.0
EFNA1	FOXA2	expression regulated by	<-	1.0
EFNA1	KDR	PPrel: activation	->	1.0
EFNA1	NGFR	PPrel: activation	->	1.0
EFNA1	NTRK2	PPrel: activation	->	1.0
EFNA1	TFAP2C	expression regulated by	<-	1.0
EGFL7	GATA2	expression regulated by	<-	1.0
EGFL7	LOXL2	predicted	-	0.91
EGR1	EHF	expression regulates	->	1.0
EGR1	ERBB3	expression regulates	->	1.0
EGR1	ETV4	expression regulates	->	1.0
EGR1	FLT1	expression regulates	->	1.0
EGR1	FN1	expression regulates	->	1.0
EGR1	GATA2	expression regulated by	<-	1.0
EGR1	GDF15	expression regulates	->	1.0
EGR1	HMGA1	expression regulates	->	1.0
EGR1	IL1A	expression regulates	->	1.0
EGR1	IL1B	expression regulates	->	1.0
EGR1	IL6	expression regulates	->	1.0
EGR1	JUN	activate; expression regulates; inhibited by	|->	1.0
EGR1	LEF1	predicted	-	0.91
EGR1	MECOM	activate; inhibited by	|->	1.0
EGR1	NFATC1	complex; input	-	1.0
EGR1	PDGFB	expression regulates	->	1.0
EGR1	PECAM1	expression regulates	->	1.0
EGR1	PLAU	expression regulates	->	1.0
EGR1	POR	expression regulates	->	1.0
EGR1	POU2F2	expression regulated by; expression regulates	<->	1.0
EGR1	PPARG	expression regulates; reaction	->	1.0
EGR1	SNAI2	activate; inhibited by	|->	1.0
EGR1	SP140	expression regulates	->	1.0
EGR1	SPINT1	expression regulates	->	1.0
EGR1	TFPI2	expression regulates	->	1.0
EGR1	TLE1	predicted	-	0.91
EGR1	TSTD1	expression regulates	->	1.0
EGR1	VEGFA	expression regulates	->	1.0
EHF	POU2F2	expression regulated by	<-	1.0
EHF	ZEB1	expression regulated by	<-	1.0
ELK3	FOXP4	predicted	-	0.91
ELK3	TLE1	predicted	-	0.93
ENAH	ROBO1	complex; input	-	1.0
ENTPD3	JUN	GErel: expression by	<-	1.0
EPB41L1	GSN	complex	-	1.0
EPB41L1	MPP1	complex	-	1.0
EPB41L1	MSN	complex	-	1.0
EPB41L1	MYO7A	complex	-	1.0
EPB41L1	NGF	activated by	<-	1.0
EPB41L4A	EPB41L4B	predicted	-	0.9
EPHA10	EPHA5	input	-	1.0
EPHA10	EPHB2	input	-	1.0
EPHA5	EPHB2	input	-	1.0
EPHB2	ITSN1	complex; input	-	1.0
EPHB2	L1CAM	catalyze; complex; input	->	1.0
EPHB2	NCK2	complex; input	-	1.0
EPHB2	SDC2	activate	->	1.0
EPHB2	SYNJ1	activate	->	1.0
EPHX1	GSTM1	ECrel: compound	-	1.0
EPHX1	GSTM2	ECrel: compound	-	1.0
EPHX1	GSTM3	ECrel: compound	-	1.0
EPHX1	GSTM4	ECrel: compound	-	1.0
EPHX1	GSTP1	ECrel: compound	-	1.0
EPHX1	MGST1	ECrel: compound	-	1.0
EPN3	FGFR2	PPrel: binding/association	-	1.0
EPOR	IL11	PPrel: activated by	<-	1.0
EPOR	IL6	PPrel: activated by	<-	1.0
EPOR	JAK1	PPrel: activation; PPrel: binding/association; complex	->	1.0
EPOR	KITLG	complex; input; reaction	-	1.0
EPOR	LIF	PPrel: activated by	<-	1.0
EPOR	PDGFA	PPrel	-	1.0
EPOR	PDGFB	PPrel	-	1.0
EPOR	PLCG1	activate; complex; input	->	1.0
EPOR	PTPN6	activate; inhibited by	|->	1.0
EPOR	SOCS3	complex; input	-	1.0
ERBB3	ERBB4	complex; input	-	1.0
ERBB3	EREG	PPrel: activated by; complex; input	<-	1.0
ERBB3	FGF20	PPrel: activated by	<-	1.0
ERBB3	FGF5	PPrel: activated by	<-	1.0
ERBB3	FGFR2	predicted	-	0.91
ERBB3	GATA2	expression regulated by	<-	1.0
ERBB3	GRB7	complex; input	-	1.0
ERBB3	IL1RAP	activated by	<-	1.0
ERBB3	IRS1	PPrel: activation	->	1.0
ERBB3	ITGA6	reaction	-	1.0
ERBB3	JAK1	PPrel: activation	->	1.0
ERBB3	JUN	expression regulated by	<-	1.0
ERBB3	KITLG	PPrel: activated by	<-	1.0
ERBB3	MYC	PPrel: inhibition, indirect effect; expression regulated by	<-|	1.0
ERBB3	NGF	PPrel: activated by	<-	1.0
ERBB3	NRG2	PPrel: activated by; complex; input	<-	1.0
ERBB3	PDGFA	PPrel: activated by	<-	1.0
ERBB3	PDGFB	PPrel: activated by	<-	1.0
ERBB3	PDGFD	PPrel: activated by	<-	1.0
ERBB3	PGF	PPrel: activated by; interaction	<-	1.0
ERBB3	PLCG1	PPrel: activation	->	1.0
ERBB3	PTK2B	predicted	-	0.9
ERBB3	PTPN6	predicted	-	0.93
ERBB3	RNF41	activated by; complex; input	<-	1.0
ERBB3	SHC3	PPrel: activation; PPrel: activation, phosphorylation	->	1.0
ERBB3	TFAP2C	expression regulated by	<-	1.0
ERBB3	TGFA	PPrel: activated by; complex; input	<-	1.0
ERBB3	TXK	predicted	-	0.96
ERBB3	VEGFA	PPrel: activated by	<-	1.0
ERBB4	EREG	PPrel: activated by; complex; input	<-	1.0
ERBB4	FGF20	PPrel: activated by	<-	1.0
ERBB4	FGF5	PPrel: activated by	<-	1.0
ERBB4	GRIN2A	inhibite	-|	1.0
ERBB4	IL1RAP	activated by	<-	1.0
ERBB4	IRS1	PPrel: activation	->	1.0
ERBB4	KITLG	PPrel: activated by	<-	1.0
ERBB4	LRIG1	activated by	<-	1.0
ERBB4	MYC	PPrel: inhibition, indirect effect	-|	1.0
ERBB4	NCK2	predicted	-	0.9
ERBB4	NGF	PPrel: activated by	<-	1.0
ERBB4	NRG2	PPrel: activated by; complex; input	<-	1.0
ERBB4	NTRK2	predicted	-	0.94
ERBB4	PDGFA	PPrel: activated by	<-	1.0
ERBB4	PDGFB	PPrel: activated by	<-	1.0
ERBB4	PDGFD	PPrel: activated by	<-	1.0
ERBB4	PGF	PPrel: activated by; interaction	<-	1.0
ERBB4	PLCG1	PPrel: activation; complex; input	->	1.0
ERBB4	PRKCG	catalyze	->	1.0
ERBB4	PTK2B	predicted	-	0.91
ERBB4	PTPN6	predicted	-	0.9
ERBB4	SHC3	PPrel: activation, phosphorylation; complex; input	->	1.0
ERBB4	SPRY1	catalyze	->	1.0
ERBB4	STAT4	complex; input	-	1.0
ERBB4	TGFA	PPrel: activated by; catalyzed by	<-	1.0
ERBB4	TXK	predicted	-	0.9
ERBB4	VEGFA	PPrel: activated by	<-	1.0
ERC2	RIMS1	predicted	-	0.93
EREG	FGFR2	PPrel: activation	->	1.0
EREG	FLT1	PPrel: activation	->	1.0
EREG	HIP1	complex; input	-	1.0
EREG	HIP1R	complex; input	-	1.0
EREG	IL1RAP	activated by	<-	1.0
EREG	ITSN1	complex; input	-	1.0
EREG	KDR	PPrel: activation	->	1.0
EREG	LRIG1	inhibited by	|-	1.0
EREG	NGFR	PPrel: activation	->	1.0
EREG	NRG2	complex; input	-	1.0
EREG	NTRK2	PPrel: activation	->	1.0
EREG	PAG1	catalyze	->	1.0
EREG	PLCG1	complex; input	-	1.0
EREG	PTPN3	catalyzed by	<-	1.0
EREG	REPS2	complex	-	1.0
EREG	SH3KBP1	complex; input	-	1.0
EREG	SPRY1	catalyze; complex; input	->	1.0
EREG	STAM	complex; input	-	1.0
EREG	SYNJ1	complex; input	-	1.0
EREG	SYNJ2	complex; input	-	1.0
ESRP1	ESRP2	complex; input	-	1.0
ETV4	FLI1	predicted	-	0.96
ETV4	FOXA2	expression regulated by	<-	1.0
ETV4	GATA2	expression regulated by	<-	1.0
ETV4	HPGD	expression regulates	->	1.0
ETV4	JUN	expression regulated by	<-	1.0
ETV4	MMP3	expression regulates	->	1.0
ETV4	MYC	expression regulated by	<-	1.0
ETV4	TCF7L2	expression regulated by	<-	1.0
ETV4	ZMIZ1	predicted	-	0.91
EXPH5	RAB27A	predicted	-	0.91
EYA4	SIX1	predicted	-	0.96
EYA4	SIX2	predicted	-	0.98
EYA4	SIX4	predicted	-	0.97
F11R	ITGB3	complex; input; reaction	-	1.0
F11R	PARD6A	complex; input	-	1.0
F11R	VTN	activated by	<-	1.0
F13A1	SERPINA5	inhibited by	|-	1.0
F2R	F2RL1	predicted	-	0.93
F2R	F2RL2	complex	-	1.0
F2R	F2RL3	complex	-	1.0
F2R	GNA15	PPrel: activation; activate; complex; input	->	1.0
F2R	NFATC1	GErel: expression by	<-	1.0
F2R	PRSS3	PPrel: activated by	<-	1.0
F2R	S1PR1	predicted	-	0.9
F2R	S1PR2	predicted	-	0.91
F2RL1	GNA15	complex; input	-	1.0
F2RL1	PRSS3	PPrel: activated by	<-	1.0
F2RL1	S1PR1	predicted	-	0.91
F2RL1	S1PR2	predicted	-	0.91
F2RL2	F2RL3	activate; catalyze; catalyzed by; input	<->	1.0
F2RL2	GNA15	catalyze; complex; input	->	1.0
F2RL2	PAK2	activate	->	1.0
F2RL2	PARD6A	complex	-	1.0
F2RL2	PRSS3	PPrel: activated by	<-	1.0
F2RL3	GNA15	activate; catalyze; complex; input	->	1.0
F2RL3	PRSS3	PPrel: activated by	<-	1.0
FAXDC2	GATA2	expression regulated by	<-	1.0
FBLIM1	FLNC	complex; input	-	1.0
FBLN1	VTN	complex; input	-	1.0
FBN1	FN1	predicted	-	0.94
FBN1	FURIN	catalyzed by	<-	1.0
FBN1	ITGB3	complex; input	-	1.0
FBXO2	FBXO27	catalyze; catalyzed by; input	<->	1.0
FBXO2	FBXO44	catalyze; catalyzed by; input	<->	1.0
FBXO2	FBXO6	catalyze; catalyzed by; input	<->	1.0
FBXO2	NEDD4L	catalyze; catalyzed by; input	<->	1.0
FBXO2	RNF115	catalyze; catalyzed by; input	<->	1.0
FBXO27	FBXO44	catalyze; catalyzed by; input	<->	1.0
FBXO27	FBXO6	catalyze; catalyzed by; input	<->	1.0
FBXO27	NEDD4L	catalyze; catalyzed by; input	<->	1.0
FBXO27	RNF115	catalyze; catalyzed by; input	<->	1.0
FBXO44	FBXO6	catalyze; catalyzed by; input	<->	1.0
FBXO44	NEDD4L	catalyze; catalyzed by; input	<->	1.0
FBXO44	RNF115	catalyze; catalyzed by; input	<->	1.0
FBXO6	NEDD4L	catalyze; catalyzed by; input	<->	1.0
FBXO6	RNF115	catalyze; catalyzed by; input	<->	1.0
FGD4	RHOB	catalyze	->	1.0
FGF20	FGF5	catalyze; catalyzed by; input	<->	1.0
FGF20	FGFR2	PPrel: activation; catalyze; catalyzed by; complex; input	<->	1.0
FGF20	FLT1	PPrel: activation	->	1.0
FGF20	IL1RAP	activated by	<-	1.0
FGF20	KDR	PPrel: activation	->	1.0
FGF20	MST1R	PPrel: activation	->	1.0
FGF20	NGFR	PPrel: activation	->	1.0
FGF20	NTRK2	PPrel: activation	->	1.0
FGF20	PLCG1	complex; input	-	1.0
FGF5	FGFR2	PPrel: activation; catalyze; catalyzed by; complex; input	<->	1.0
FGF5	FLT1	PPrel: activation	->	1.0
FGF5	IL1RAP	activated by	<-	1.0
FGF5	KDR	PPrel: activation	->	1.0
FGF5	MST1R	PPrel: activation	->	1.0
FGF5	NGFR	PPrel: activation	->	1.0
FGF5	NTRK2	PPrel: activation	->	1.0
FGF5	PLCG1	complex; input	-	1.0
FGFR2	FOXA2	expression regulated by	<-	1.0
FGFR2	IL1RAP	activated by	<-	1.0
FGFR2	IRS1	PPrel: activation	->	1.0
FGFR2	JAK1	PPrel: activation	->	1.0
FGFR2	KITLG	PPrel: activated by	<-	1.0
FGFR2	NEDD4L	PPrel: ubiquitinated	-	1.0
FGFR2	NGF	PPrel: activated by	<-	1.0
FGFR2	PDGFA	PPrel: activated by	<-	1.0
FGFR2	PDGFB	PPrel: activated by	<-	1.0
FGFR2	PDGFD	PPrel: activated by	<-	1.0
FGFR2	PGF	PPrel: activated by; interaction	<-	1.0
FGFR2	PLCG1	PPrel: activation; complex; input	->	1.0
FGFR2	PRKCG	catalyze	->	1.0
FGFR2	RNF41	PPrel: ubiquitinated	-	1.0
FGFR2	SH3KBP1	PPrel: binding/association	-	1.0
FGFR2	SHC3	PPrel: activation; complex; input	->	1.0
FGFR2	TGFA	PPrel: activated by	<-	1.0
FGFR2	VEGFA	PPrel: activated by	<-	1.0
FHL1	STAT4	PPrel: ubiquitination	-	1.0
FKBP5	NR3C1	complex	-	1.0
FKBP5	USP18	predicted	-	0.91
FLG	FURIN	catalyzed by	<-	1.0
FLG	JUP	complex; input	-	1.0
FLG	PKP3	complex; input	-	1.0
FLG	ST14	catalyzed by	<-	1.0
FLI1	GATA2	complex; expression regulated by; input	<-	1.0
FLI1	IGFBP3	expression regulates	->	1.0
FLI1	LEF1	reaction	-	1.0
FLI1	MMP3	expression regulates	->	1.0
FLI1	PHF10	predicted	-	0.91
FLI1	ZEB2	predicted	-	0.89
FLNB	FN1	complex; input	-	1.0
FLNB	ITGA2	PPrel: binding/association; complex; input	-	1.0
FLNB	ITGA6	PPrel: binding/association; complex; input	-	1.0
FLNB	ITGB3	PPrel: binding/association	-	1.0
FLNB	ITGB8	PPrel: binding/association; complex; input	-	1.0
FLNB	ITGBL1	complex; input	-	1.0
FLNB	LAMA1	complex; input	-	1.0
FLNB	LAMA3	complex; input	-	1.0
FLNB	LAMA5	complex; input	-	1.0
FLNB	LAMB2	complex; input	-	1.0
FLNB	LAMC2	complex; input	-	1.0
FLNB	PTK2B	catalyzed by; complex; input	<-	1.0
FLNC	ITGA2	PPrel: binding/association	-	1.0
FLNC	ITGA6	PPrel: binding/association	-	1.0
FLNC	ITGB3	PPrel: binding/association	-	1.0
FLNC	ITGB8	PPrel: binding/association	-	1.0
FLT1	GPC1	complex; input	-	1.0
FLT1	IRS1	PPrel: activation	->	1.0
FLT1	KDR	complex; input	-	1.0
FLT1	KITLG	PPrel: activated by	<-	1.0
FLT1	NGF	PPrel: activated by	<-	1.0
FLT1	PDGFA	PPrel: activated by	<-	1.0
FLT1	PDGFB	PPrel: activated by	<-	1.0
FLT1	PDGFD	PPrel: activated by	<-	1.0
FLT1	PGF	PPrel: activated by; complex; input; interaction	<-	1.0
FLT1	PLCG1	PPrel: activation; activate	->	1.0
FLT1	SHC3	PPrel: activation	->	1.0
FLT1	TGFA	PPrel: activated by	<-	1.0
FLT1	VEGFA	PCrel: activated by; PPrel: activated by; complex; input	<-	1.0
FMNL1	RHOJ	predicted	-	0.9
FMNL1	SRGAP2	complex; input	-	1.0
FN1	GATA2	expression regulated by	<-	1.0
FN1	IRS1	activate	->	1.0
FN1	ITGA2	PPrel: activation; complex; input	->	1.0
FN1	ITGA6	PPrel: activation; complex; input	->	1.0
FN1	ITGB3	PPrel: activation; complex; input; reaction	->	1.0
FN1	ITGB8	PPrel: activation; complex; input	->	1.0
FN1	ITGBL1	complex; input	-	1.0
FN1	JUN	expression regulated by	<-	1.0
FN1	LAMA1	complex	-	1.0
FN1	LAMA3	complex	-	1.0
FN1	LAMA5	complex	-	1.0
FN1	LAMB2	complex	-	1.0
FN1	LAMC2	complex	-	1.0
FN1	MYC	expression regulated by	<-	1.0
FN1	PLAU	complex; input	-	1.0
FN1	PTK2B	catalyzed by; complex; input	<-	1.0
FN1	SDC2	PPrel: activation; complex; input	->	1.0
FN1	VEGFA	predicted	-	0.94
FOLR1	SPTB	complex; input	-	1.0
FOLR1	SPTBN5	complex; input	-	1.0
FOXA2	FOXO1	activate; inhibited by	|->	1.0
FOXA2	FST	expression regulates	->	1.0
FOXA2	GLI2	expression regulated by	<-	1.0
FOXA2	ID1	expression regulates	->	1.0
FOXA2	JUN	expression regulated by	<-	1.0
FOXA2	LEF1	reaction	-	1.0
FOXA2	NR1D1	expression regulates	->	1.0
FOXA2	NR3C1	reaction	-	1.0
FOXA2	PBX1	expression regulates	->	1.0
FOXA2	SARM1	expression regulates	->	1.0
FOXA2	SLC40A1	expression regulates	->	1.0
FOXA2	TCF7	reaction	-	1.0
FOXA2	ZNF175	expression regulates	->	1.0
FOXC1	GATA2	predicted	-	0.91
FOXC1	GATA3	predicted	-	0.92
FOXC1	JUN	predicted	-	0.94
FOXC1	PITX2	predicted	-	0.93
FOXN3	FOXP4	predicted	-	0.91
FOXO1	GABARAPL1	GErel: expression	->	1.0
FOXO1	GADD45B	GErel: expression	->	1.0
FOXO1	IL6	activated by	<-	1.0
FOXO1	IL6R	activated by	<-	1.0
FOXO1	JAK1	activated by	<-	1.0
FOXO1	KLF2	GErel: expression	->	1.0
FOXO1	MAPK13	PPrel: activated by, phosphorylation; PPrel: activated, indirect effect	<-	1.0
FOXO1	NR3C1	complex; input; reaction	-	1.0
FOXO1	PPARG	predicted	-	0.95
FOXO1	PPARGC1A	PPrel: dissociation; complex; input	-	1.0
FOXO1	S1PR1	GErel: expression	->	1.0
FOXO1	SGK1	PPrel: inhibited by, phosphorylated by	|-	1.0
FOXO1	SMAD3	PPrel: binding/association; complex; input; reaction	-	1.0
FOXO1	TNFSF10	GErel: expression	->	1.0
FOXP2	FOXP4	predicted	-	0.93
FST	INHBA	PPrel: inhibition; complex; input	-|	1.0
FST	INHBB	PPrel: inhibition; complex; input	-|	1.0
FST	RGMB	complex; input	-	1.0
FSTL1	INHBA	predicted	-	0.9
FURIN	GPC1	catalyze	->	1.0
FURIN	GPC6	catalyze	->	1.0
FURIN	HSPG2	catalyze	->	1.0
FURIN	NGF	activate; catalyze	->	1.0
FURIN	NOTCH2	catalyze	->	1.0
FURIN	PDGFA	catalyze	->	1.0
FURIN	PDGFB	catalyze	->	1.0
FURIN	SDC2	catalyze	->	1.0
FURIN	SDC3	catalyze	->	1.0
FZD1	LRP5	PPrel: binding/association; complex; input	-	1.0
FZD1	SFRP1	PPrel: inhibited by; inhibited by	|-	1.0
FZD1	SOST	inhibited by	|-	1.0
FZD1	WNT7B	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input	<-	1.0
FZD1	WNT8B	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input	<-	1.0
FZD3	LRP5	PPrel: binding/association; complex; input	-	1.0
FZD3	SFRP1	PPrel: inhibited by	|-	1.0
FZD3	WNT7B	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input	<-	1.0
FZD3	WNT8B	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input	<-	1.0
FZD5	LRP5	PPrel: binding/association; complex; input	-	1.0
FZD5	PARD6A	activate	->	1.0
FZD5	SFRP1	PPrel: inhibited by	|-	1.0
FZD5	WNT7B	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input	<-	1.0
FZD5	WNT8B	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input	<-	1.0
FZD8	LRP5	PPrel: binding/association; complex; input	-	1.0
FZD8	SFRP1	PPrel: inhibited by	|-	1.0
FZD8	WNT7B	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input	<-	1.0
FZD8	WNT8B	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input	<-	1.0
GABARAPL1	GABRE	PPrel: binding/association	-	1.0
GABARAPL1	MAP1LC3C	predicted	-	0.91
GABARAPL1	SQSTM1	PPrel: binding/association	-	1.0
GABARAPL1	ULK2	predicted	-	0.98
GABRE	PLCL1	PPrel: binding/association	-	1.0
GAD1	RAB3A	complex	-	1.0
GAD1	RIMS1	catalyze; complex; input	->	1.0
GADD45B	PPARG	expression regulated by	<-	1.0
GADD45B	SMAD3	expression regulated by	<-	1.0
GALNT10	GALNT3	predicted	-	0.93
GALNT10	GALNT7	predicted	-	0.93
GALNT12	GALNT3	predicted	-	0.9
GALNT12	GALNT5	predicted	-	0.9
GALNT12	GALNT7	predicted	-	0.96
GALNT14	GALNT7	predicted	-	0.93
GAS8	KIF3A	reaction	-	1.0
GATA2	GATA3	predicted	-	0.93
GATA2	GATA6	expression regulates	->	1.0
GATA2	ITGA2	expression regulates	->	1.0
GATA2	JUN	complex; input; reaction	-	1.0
GATA2	JUP	expression regulates	->	1.0
GATA2	LEF1	reaction	-	1.0
GATA2	LMO2	complex	-	1.0
GATA2	LPAR1	expression regulates	->	1.0
GATA2	MMD	expression regulates	->	1.0
GATA2	MYC	expression regulates	->	1.0
GATA2	MYCT1	expression regulates	->	1.0
GATA2	NR3C1	expression regulates	->	1.0
GATA2	PECAM1	expression regulates	->	1.0
GATA2	PKIG	expression regulates	->	1.0
GATA2	PPM1F	expression regulates	->	1.0
GATA2	RHOJ	expression regulates	->	1.0
GATA2	S1PR1	expression regulates	->	1.0
GATA2	SEMA3A	expression regulates	->	1.0
GATA2	SERPINE1	expression regulates	->	1.0
GATA2	SLC40A1	expression regulates	->	1.0
GATA2	SMAD7	expression regulates	->	1.0
GATA2	SOCS2	expression regulates	->	1.0
GATA2	TFAP2C	expression regulated by	<-	1.0
GATA2	TLR4	expression regulates	->	1.0
GATA2	TNFRSF1A	expression regulates	->	1.0
GATA2	ZEB1	expression regulates	->	1.0
GATA3	JUN	GErel: expression by; complex; input; reaction	<-	1.0
GATA3	KRT18	expression regulates	->	1.0
GATA3	KRT19	expression regulates	->	1.0
GATA3	LMO2	complex	-	1.0
GATA3	MAML3	GErel: expression by	<-	1.0
GATA3	MEF2C	expression regulated by	<-	1.0
GATA3	NFATC1	GErel: expression by; reaction	<-	1.0
GATA3	NR3C1	activate; inhibited by	|->	1.0
GATA3	POU2F2	expression regulated by	<-	1.0
GATA3	RARB	predicted	-	0.93
GATA3	SMAD3	complex; input	-	1.0
GATA3	SOX4	predicted	-	0.98
GATA3	TLE3	complex; input	-	1.0
GATA6	HEY1	complex; input	-	1.0
GCKR	NUP210	catalyzed by	<-	1.0
GDF15	TCF7L2	expression regulated by	<-	1.0
GFI1	MYC	complex; input	-	1.0
GFI1	PBX3	expression regulated by	<-	1.0
GFI1	POU2F2	expression regulated by	<-	1.0
GFRA1	GRB7	complex; input	-	1.0
GFRA1	IRS1	complex; input	-	1.0
GFRA1	PLCG1	complex; input	-	1.0
GFRA1	RAP1GAP	complex; input	-	1.0
GFRA1	SHC3	complex; input	-	1.0
GLCE	GPC1	catalyze	->	1.0
GLCE	GPC6	catalyze	->	1.0
GLCE	HSPG2	catalyze	->	1.0
GLCE	SDC2	catalyze	->	1.0
GLCE	SDC3	catalyze	->	1.0
GLI2	HHIP	GErel: expression; GErel: repression	-	1.0
GLI2	KIF3A	PPrel: activated by; activated by	<-	1.0
GLI2	PTCH2	GErel: expression; GErel: repression	-	1.0
GLI2	WNT7B	GErel: expression	->	1.0
GLI2	WNT8B	GErel: expression	->	1.0
GLIS2	RBPMS	predicted	-	0.91
GLS2	MYC	GErel: expression by	<-	1.0
GNA15	GPR17	complex; input	-	1.0
GNA15	GPR68	complex; input	-	1.0
GNA15	KISS1	complex; input	-	1.0
GNA15	LPAR1	complex; input	-	1.0
GNA15	LPAR2	activated by; complex; input	<-	1.0
GNA15	LPAR4	complex; input	-	1.0
GNA15	LPAR5	complex; input	-	1.0
GNA15	NMB	complex; input	-	1.0
GNA15	P2RY6	complex; input	-	1.0
GNA15	PLCG1	activate; catalyze	->	1.0
GNA15	RGS4	complex; input	-	1.0
GNA15	RGS5	complex; input	-	1.0
GNA15	S1PR2	complex; input	-	1.0
GNA15	SAA1	complex; input	-	1.0
GNA15	SLC9A3R1	complex; input	-	1.0
GNA15	TAC3	complex; input	-	1.0
GPC1	HS3ST5	catalyzed by	<-	1.0
GPC1	LAMA1	complex; input	-	1.0
GPC1	LRP1	catalyzed by	<-	1.0
GPC1	PRNP	complex; input	-	1.0
GPC1	PSG1	complex; input	-	1.0
GPC1	VEGFA	complex; input	-	1.0
GPC6	HS3ST5	catalyzed by	<-	1.0
GPC6	LRP1	catalyzed by	<-	1.0
GPER1	GPSM3	inhibited by	|-	1.0
GPR17	GPSM3	inhibited by	|-	1.0
GPR17	LPAR4	predicted	-	0.91
GPR37	GPSM3	inhibited by	|-	1.0
GPR37	PSAP	complex; input	-	1.0
GPRC5A	GPRC5C	predicted	-	0.91
GPRC5A	NR3C1	expression regulated by	<-	1.0
GPSM3	HCAR1	inhibite	-|	1.0
GPSM3	HTR1D	inhibite	-|	1.0
GPSM3	LPAR1	inhibite	-|	1.0
GPSM3	LPAR2	inhibite	-|	1.0
GPSM3	LPAR5	inhibite	-|	1.0
GPSM3	NPY1R	inhibite	-|	1.0
GPSM3	PSAP	inhibite	-|	1.0
GPSM3	S1PR2	inhibite	-|	1.0
GPSM3	SAA1	inhibite	-|	1.0
GPSM3	SSTR1	inhibite	-|	1.0
GPSM3	SSTR2	inhibite	-|	1.0
GPSM3	TAS2R1	inhibite	-|	1.0
GRB14	SGK1	activate	->	1.0
GRB7	KITLG	complex; input	-	1.0
GRB7	NRG2	complex; input	-	1.0
GRB7	PDGFA	complex; input	-	1.0
GRB7	PDGFB	complex; input	-	1.0
GRHL2	POU2F2	expression regulated by	<-	1.0
GRIK4	GRIN2A	complex	-	1.0
GRIK4	RHOJ	catalyze	->	1.0
GRIN2A	LRP1	predicted	-	0.91
GRIN2A	PDLIM5	complex; input	-	1.0
GRIN2A	PRKCG	PPrel: indirect effect; catalyzed by	<-	1.0
GRIN2A	PRKCH	catalyzed by	<-	1.0
GRIN2A	PRNP	PPrel: activated, indirect effect	<-	1.0
GRIN2A	RHOJ	catalyze	->	1.0
GRIN2A	SIPA1L1	complex; input	-	1.0
GRIN2A	SLC1A1	predicted	-	0.93
GRIP1	MEF2C	activate; reaction	->	1.0
GRIP1	NFATC1	reaction	-	1.0
GRIP1	NR3C1	activate	->	1.0
GRIP1	PRKCG	catalyzed by	<-	1.0
GSN	MPP1	complex	-	1.0
GSN	MSN	complex	-	1.0
GSN	MYO7A	complex	-	1.0
GSN	PIP4K2C	PPrel: inhibited by	|-	1.0
GSN	PLCG1	activated by	<-	1.0
GSTM1	GSTM2	predicted	-	0.92
GSTM1	GSTM3	predicted	-	0.99
GSTM1	GSTM4	predicted	-	0.92
GSTM1	KLF2	GErel: expression by	<-	1.0
GSTM2	GSTM3	predicted	-	0.94
GSTM2	GSTM4	predicted	-	0.96
GSTM2	KLF2	GErel: expression by	<-	1.0
GSTM3	GSTM4	predicted	-	0.98
GSTM3	KLF2	GErel: expression by	<-	1.0
GSTM4	KLF2	GErel: expression by	<-	1.0
GSTP1	KLF2	GErel: expression by	<-	1.0
GYG2	PYGL	catalyzed by	<-	1.0
HAS2	HAS3	predicted	-	0.95
HES2	HES7	predicted	-	0.94
HES2	MAML3	GErel: expression by	<-	1.0
HES2	NOTCH2	GErel: expression by	<-	1.0
HES2	SOX13	predicted	-	0.9
HES7	MAML3	GErel: expression by	<-	1.0
HES7	NOTCH2	GErel: expression by	<-	1.0
HES7	NR3C1	expression regulated by	<-	1.0
HEY1	MAML3	GErel: expression by	<-	1.0
HEY1	MYC	GErel: expression	->	1.0
HEY1	NOTCH2	GErel: expression by	<-	1.0
HEY1	ZNF175	expression regulates	->	1.0
HHIP	IHH	PPrel: inhibition; complex; input	-|	1.0
HIP1	HIP1R	complex; input	-	1.0
HIP1	IGF2R	complex; input	-	1.0
HIP1	ITSN1	complex; input	-	1.0
HIP1	KIAA0319	complex; input	-	1.0
HIP1	NR3C1	expression regulated by	<-	1.0
