Source,Target,Signal Flow
COL4A4,ITGA6,0.04786511988054847
COL4A5,ITGA6,0.06458173492004707
COL4A6,ITGA6,0.06168541560909787
COL5A1,ITGA6,0.08577015137587539
COL6A2,ITGA6,0.04661293663773482
COL6A3,ITGA6,0.07326854930138575
COL8A1,ITGA6,0.06963338038663225
ERBB3,ITGA6,0.16713257633697381
FLNB,ITGA6,0.14087004562757308
FLNC,ITGA6,0.16417811976069763
FN1,ITGA6,0.13224026371672032
LAMA1,ITGA6,0.1370966928355603
LAMA3,ITGA6,0.14525344522469721
LAMA5,ITGA6,0.15816608045240518
LAMB2,ITGA6,0.20540275763326882
LAMC2,ITGA6,0.23128943580270353
PTK2B,ITGA6,0.08304419071933869
THBS2,ITGA6,0.12380045034411123
VTN,ITGA6,0.19453494121159376
FOXF2,ITGB1,-0.2007422563662152
APBB1IP,ITGB3,0.07360987491555877
CAV1,ITGB3,0.084812396624543
CBL,ITGB3,0.04882301955305719
COL4A3,ITGB3,0.034880124036787696
COL4A4,ITGB3,0.04532176619144994
COL4A5,ITGB3,0.061150129730982536
COL4A6,ITGB3,0.0584077087999537
COL6A2,ITGB3,0.044136118765907506
COL6A3,ITGB3,0.06937536287198529
F11R,ITGB3,0.2287734061863827
FBN1,ITGB3,0.20731887152376816
FLNB,ITGB3,0.1333847964288979
FLNC,ITGB3,0.15545437629980802
FN1,ITGB3,0.12521356528975236
ITGA2,ITGB3,0.25184227776810625
ITGA6,ITGB3,0.3140873187126933
JUN,ITGB3,0.03174585102736873
KDR,ITGB3,0.12186460754323959
LAMA1,ITGB3,0.12981194393371476
LAMA3,ITGB3,0.13753528037546142
LAMA5,ITGB3,0.14976179179267163
LAMB2,ITGB3,0.19448850811960813
LAMC2,ITGB3,0.2189996757171474
LRP1,ITGB3,0.05343610068640971
NFATC1,ITGB3,0.05012514747811979
PECAM1,ITGB3,0.10784022847825706
THBS2,ITGB3,0.11722220854965765
VEGFA,ITGB3,0.13519282616945058
VTN,ITGB3,0.1841981623291044
ACTBL2,ITGB8,0.035497247213256665
CAV1,ITGB8,0.08631361753487043
COL12A1,ITGB8,0.09319987340167897
COL17A1,ITGB8,0.058970732668567845
COL27A1,ITGB8,0.06309719335342345
COL3A1,ITGB8,0.05987414067603512
COL4A3,ITGB8,0.03549751929553324
COL4A4,ITGB8,0.046123983624365705
COL4A5,ITGB8,0.06223251694175523
COL4A6,ITGB8,0.05944155381865975
COL5A1,ITGB8,0.08265018592647289
COL6A2,ITGB8,0.04491734965937458
COL6A3,ITGB8,0.07060334073312309
COL8A1,ITGB8,0.06710040431691178
DMBT1,ITGB8,0.11893886458796483
FLNB,ITGB8,0.13574577257729367
FLNC,ITGB8,0.15820599480831798
FN1,ITGB8,0.12742990664963358
ITGA2,ITGB8,0.25630000928539437
ITGA6,ITGB8,0.31964681790486354
LAMA1,ITGB8,0.13210967884511274
LAMA3,ITGB8,0.13996972212012074
LAMA5,ITGB8,0.1524126487706031
LAMB2,ITGB8,0.19793104985675614
LAMC2,ITGB8,0.22287607711159127
PTK2B,ITGB8,0.08002338451039914
THBS2,ITGB8,0.11929709898588173
VTN,ITGB8,0.18745855991174173
ACTBL2,ITGBL1,0.04200090931880739
CAV1,ITGBL1,0.10212764954084791
COL12A1,ITGBL1,0.11027557736382332
COL17A1,ITGBL1,0.06977511186701726
COL27A1,ITGBL1,0.07465760599370319
COL3A1,ITGBL1,0.07084403863679076
COL4A3,ITGBL1,0.04200123125089855
COL4A4,ITGBL1,0.05457463340722555
COL4A5,ITGBL1,0.0736345070661045
COL4A6,ITGBL1,0.07033219496452014
COL5A1,ITGBL1,0.09779301880580613
COL6A2,ITGBL1,0.05314692484604847
COL6A3,ITGBL1,0.08353899934610463
COL8A1,ITGBL1,0.0793942690834184
DMBT1,ITGBL1,0.14073036244273632
FLNB,ITGBL1,0.16061656415715309
FN1,ITGBL1,0.15077709889843371
ITGA2,ITGBL1,0.30325826066831313
ITGA6,ITGBL1,0.37821121542781755
PTK2B,ITGBL1,0.09468494545543588
ADRB2,ITSN1,0.13435291836111327
DAB2,ITSN1,0.13969952901896748
DNAJC6,ITSN1,0.13124880989589938
EPHB2,ITSN1,0.18347311869403352
EREG,ITSN1,0.0948843880995569
HIP1,ITSN1,0.15735365376937258
HIP1R,ITSN1,0.17222028620281343
IGF2R,ITSN1,0.2579188387299922
SNAI2,JAG1,0.34511810126165837
CAMK2D,JAK1,0.09238625299535111
CSF3,JAK1,0.09594361917603456
EPOR,JAK1,0.09034097846453992
ERBB3,JAK1,0.20086835792778615
FGFR2,JAK1,0.16061108861894519
IFNAR2,JAK1,0.14524698511396947
IFNGR2,JAK1,0.20178581993397182
IFNLR1,JAK1,0.15179072900161025
IL11,JAK1,0.06369794992751207
IRS1,JAK1,0.1849756745554875
KDR,JAK1,0.15468220011407735
LIFR,JAK1,0.20261793130549452
PDGFA,JAK1,0.16371435462653583
PDGFD,JAK1,0.15843559091349993
SOCS2,JAK1,-0.15768864960042608
SOCS3,JAK1,-0.2619752111209896
STAM,JAK1,0.2726146097795223
USP18,JAK1,0.15304165358993851
ABL1,JUN,0.08204660266686317
AR,JUN,0.013945272998953064
ATF1,JUN,0.05793846711113175
CITED2,JUN,0.07237563175434182
CREB3L1,JUN,0.1475216577649576
EGR1,JUN,0.015819716935068312
GATA2,JUN,0.027399836533329242
HLA-A,JUN,0.10564402583915534
IFNAR2,JUN,0.11645666887678466
JUN,JUN,0.03230776812056681
LEF1,JUN,0.05942482990868798
LPAR1,JUN,0.15137282444591316
LPAR2,JUN,0.02365051262098871
MAPK13,JUN,0.1198856961900392
MEF2C,JUN,0.03494302151474007
NFATC1,JUN,-0.05101238710961518
NR2F1,JUN,0.045050641065275294
NR3C1,JUN,-0.0561397407851217
PPARGC1A,JUN,0.06455146437421269
RARB,JUN,0.06397803768958572
RNF128,JUN,-0.11840039055508948
SDC2,JUN,0.2054270779995438
SMAD3,JUN,0.0723793719797681
STAT4,JUN,-0.13132471539922586
TCF7,JUN,0.10907992583534622
TCF7L2,JUN,0.06696751721394888
TLR4,JUN,0.18173315493334088
TNFAIP3,JUN,-0.10796659055331619
MYC,JUNB,-0.2172116031500447
ACTBL2,JUP,0.04849847260284502
ACTC1,JUP,0.10419597431447516
CDH1,JUP,0.030048413536491028
CDH11,JUP,0.10274780115533338
CDH4,JUP,0.15730075613476968
DSG2,JUP,0.14037845411332806
FLG,JUP,0.2683519975284834
GATA2,JUP,0.037435303460315456
MEF2C,JUP,0.04774125614338779
MMP15,JUP,0.05239594388668674
MMP3,JUP,0.09809205346516431
MMP8,JUP,0.02355435538202678
PAK2,JUP,0.26759822237717945
PBX3,JUP,0.10176781765310809
POU2F2,JUP,0.06825314112363817
ANGPT1,KDR,0.08073471514681473
EFNA1,KDR,0.0618072168173971
EREG,KDR,0.06325625873303795
FGF20,KDR,0.0869706863155986
FGF5,KDR,0.10472610488545817
FLT1,KDR,0.18601804134807257
HEY1,KDR,-0.1098164032582334
HSPG2,KDR,0.100307586206851
ITGB3,KDR,0.22901865487648077
KITLG,KDR,0.10167601220100647
NGF,KDR,0.07944527191939431
PDGFA,KDR,0.16371435462653583
PDGFB,KDR,0.14293645796593896
PDGFD,KDR,0.15843559091349993
PGF,KDR,0.07299204376110312
PTK2B,KDR,0.09980669592266214
TGFA,KDR,0.25471188489080127
VTN,KDR,0.23380190180259133
DNAJC6,KIAA0319,0.185613847000109
HIP1,KIAA0319,0.22253167124960702
HIP1R,KIAA0319,0.24355626446379483
ITSN1,KIAA0319,0.30268916093833986
CDON,KIF3A,0.11876582205552974
GAS8,KIF3A,0.35861684826293133
HLA-DPA1,KIF3A,0.26393222214376416
HLA-DPB1,KIF3A,0.25734806310759406
HLA-DRA,KIF3A,0.23045294196840063
HLA-DRB1,KIF3A,0.2201311804542397
HLA-DRB5,KIF3A,0.25683198322519063
IFT27,KIF3A,0.10522107138403997
IFT43,KIF3A,0.30885514347424026
AR,KISS1,0.05217843372711192
GNA15,KISS1,0.4661061920180503
AR,KISS1R,0.07379144864026742
CBL,KITLG,0.11758140151407276
EPOR,KITLG,0.17140995479770033
GRB7,KITLG,0.2660989829561982
IL1RAP,KITLG,0.23170404233932765
PTPN6,KITLG,-0.27411610448808144
CBL,KL,0.1517969366292438
HMGA1,KL,0.10192202908014023
IL1RAP,KL,0.2991286324097181
FOXO1,KLF2,0.13274232413962125
MEF2C,KLF2,0.13074481456682793
AR,KLK3,-0.042603512736350845
BTG2,KLK3,-0.11196972896304919
EGR1,KLK3,-0.0483300335518169
MYC,KRAS,0.2172116031500447
DKK1,KREMEN1,0.44100807060462627
SMAD7,KRT14,-0.42037823812397174
JUN,KRT16,0.17095663972512082
GATA3,KRT18,0.19536921755987766
GATA3,KRT19,0.1381468985716994
RARB,KRT19,0.2393838973125401
KRT14,KRT8,0.012896209349083284
KRT15,KRT8,0.11600890744578463
KRT16,KRT8,0.10543356420753047
KRT17,KRT8,0.07195360015579903
KRT18,KRT8,0.23903774079432138
KRT19,KRT8,0.2673978341425815
KRT32,KRT8,0.055893730356574564
KRT33B,KRT8,0.05811082953274908
KRT34,KRT8,0.13290808468088358
KRT14,KRT81,0.012896209349083284
KRT15,KRT81,0.11600890744578463
KRT16,KRT81,0.10543356420753047
KRT17,KRT81,0.07195360015579903
KRT18,KRT81,0.23903774079432138
KRT19,KRT81,0.2673978341425815
KRT32,KRT81,0.055893730356574564
KRT33B,KRT81,0.05811082953274908
KRT34,KRT81,0.13290808468088358
KRT14,KRT86,0.012896209349083284
KRT15,KRT86,0.11600890744578463
KRT16,KRT86,0.10543356420753047
KRT17,KRT86,0.07195360015579903
KRT18,KRT86,0.23903774079432138
KRT19,KRT86,0.2673978341425815
KRT32,KRT86,0.055893730356574564
KRT33B,KRT86,0.05811082953274908
KRT34,KRT86,0.13290808468088358
KRT8,KRT9,1.20233710641088
KRT81,KRT9,0.9473447784470372
KRT86,KRT9,0.8642681884842175
ALCAM,L1CAM,0.35457925881175
ANK1,L1CAM,0.07849399011309531
CD24,L1CAM,0.15615385266744153
CNTN1,L1CAM,0.1385188728670399
DPYSL2,L1CAM,0.7052329210685462
EPHB2,L1CAM,0.17298011519199386
ITGB3,L1CAM,0.3238812877627622
RPS6KA2,L1CAM,0.1798229836161657
RPS6KA5,L1CAM,0.23802913470807802
ACTBL2,LAMA1,0.03756675534146309
AGRN,LAMA1,0.10592988139579941
ARHGEF6,LAMA1,0.1324912952437549
CAV1,LAMA1,0.09134574670224445
COL12A1,LAMA1,0.09863347489741842
COL17A1,LAMA1,0.062408757308921155
COL27A1,LAMA1,0.06677579281572643
COL3A1,LAMA1,0.06336483447699427
COL4A3,LAMA1,0.03756704328627908
COL4A4,LAMA1,0.04881303605827492
COL4A5,LAMA1,0.06586070531579931
COL4A6,LAMA1,0.06290702757897419
COL5A1,LAMA1,0.08746873510987914
COL6A2,LAMA1,0.04753605470033478
COL6A3,LAMA1,0.07471955252408018
COL8A1,LAMA1,0.07101239307777339
DMBT1,LAMA1,0.12587306276805674
DMD,LAMA1,0.1437145721279186
FLNB,LAMA1,0.14365982230714022
FN1,LAMA1,0.1348591370348426
GPC1,LAMA1,0.13412805042991208
HSPG2,LAMA1,0.08511380929358224
ITGBL1,LAMA1,0.2158625519397027
L1CAM,LAMA1,0.34654157843066485
PTK2B,LAMA1,0.08468878979368577
ACTBL2,LAMA3,0.03683723433624736
AGRN,LAMA3,0.10387279467495203
ARHGEF6,LAMA3,0.12991840381328637
BMP1,LAMA3,0.02954089558057501
CAV1,LAMA3,0.08957187402277851
COL12A1,LAMA3,0.09671807946065396
COL17A1,LAMA3,0.061196821411012556
COL27A1,LAMA3,0.06547905203904192
COL3A1,LAMA3,0.06213433220649435
COL4A3,LAMA3,0.03683751668936958
COL4A4,LAMA3,0.04786511988054847
COL4A5,LAMA3,0.06458173492004707
COL4A6,LAMA3,0.06168541560909787
COL5A1,LAMA3,0.08577015137587539
COL6A2,LAMA3,0.04661293663773482
COL6A3,LAMA3,0.07326854930138575
COL8A1,LAMA3,0.06963338038663225
DMBT1,LAMA3,0.12342869294038666
DMD,LAMA3,0.14092373224382593
FLNB,LAMA3,0.14087004562757308
FN1,LAMA3,0.13224026371672032
HSPG2,LAMA3,0.083460956627729
ITGBL1,LAMA3,0.21167064703740004
MMP12,LAMA3,0.11000179694803752
MMP3,LAMA3,0.07450626310668579
PTK2B,LAMA3,0.08304419071933869
ACTBL2,LAMA5,0.0391660498902533
AGRN,LAMA5,0.1104395357519027
ARHGEF6,LAMA5,0.13813172397707224
CAV1,LAMA5,0.09523452425112235
COL12A1,LAMA5,0.10283250612324196
COL17A1,LAMA5,0.06506562731149938
COL27A1,LAMA5,0.0696185765608391
COL3A1,LAMA5,0.06606240666396995
COL4A3,LAMA5,0.039166350093476236
COL4A4,LAMA5,0.05089110806019029
COL4A5,LAMA5,0.06866453189154781
COL4A6,LAMA5,0.06558510997851023
COL5A1,LAMA5,0.09119246024874965
COL6A2,LAMA5,0.0495597629621268
COL6A3,LAMA5,0.077900518565827
COL8A1,LAMA5,0.07403553766701296
DMBT1,LAMA5,0.13123173964325371
DMD,LAMA5,0.1498327989935808
FLNB,LAMA5,0.1497757183595841
FN1,LAMA5,0.14060036969531475
HSPG2,LAMA5,0.08873728036508453
ITGBL1,LAMA5,0.22505226767285988
PTK2B,LAMA5,0.08829416690516581
ACTBL2,LAMB2,0.03834140911606626
AGRN,LAMB2,0.10811423247218721
CAV1,LAMB2,0.09322936233084088
COL12A1,LAMB2,0.10066736877345353
COL17A1,LAMB2,0.06369567120335294
COL27A1,LAMB2,0.06815275815347356
COL3A1,LAMB2,0.0646714633768964
COL4A3,LAMB2,0.038341702998513444
COL4A4,LAMB2,0.0498195963078541
COL4A5,LAMB2,0.06721880088479831
COL4A6,LAMB2,0.06420421616819826
COL5A1,LAMB2,0.08927240394411158
COL6A2,LAMB2,0.048516282667020884
COL6A3,LAMB2,0.07626032395545139
COL8A1,LAMB2,0.07247672018937212
DMBT1,LAMB2,0.12846865672627422
FLNB,LAMB2,0.1466221921630808
FN1,LAMB2,0.1376400303697658
HSPG2,LAMB2,0.08686891784743052
ITGBL1,LAMB2,0.22031379451137617
LAMA1,LAMB2,0.14269476205751902
LAMA3,LAMB2,0.15118457911478425
LAMA5,LAMB2,0.1646244759732984
PTK2B,LAMB2,0.08643513413681417
ACTBL2,LAMC2,0.03683723433624736
BMP1,LAMC2,0.02954089558057501
CAV1,LAMC2,0.08957187402277851
COL12A1,LAMC2,0.09671807946065396
COL17A1,LAMC2,0.061196821411012556
COL27A1,LAMC2,0.06547905203904192
COL3A1,LAMC2,0.06213433220649435
COL4A3,LAMC2,0.03683751668936958
COL4A4,LAMC2,0.04786511988054847
COL4A5,LAMC2,0.06458173492004707
COL4A6,LAMC2,0.06168541560909787
COL5A1,LAMC2,0.08577015137587539
COL6A2,LAMC2,0.04661293663773482
COL6A3,LAMC2,0.07326854930138575
COL8A1,LAMC2,0.06963338038663225
DMBT1,LAMC2,0.12342869294038666
FLNB,LAMC2,0.14087004562757308
FN1,LAMC2,0.13224026371672032
HSPG2,LAMC2,0.083460956627729
ITGBL1,LAMC2,0.21167064703740004
LAMA3,LAMC2,0.14525344522469721
LAMA5,LAMC2,0.15816608045240518
LAMB2,LAMC2,0.20540275763326882
MMP12,LAMC2,0.11000179694803752
MMP3,LAMC2,0.07450626310668579
PTK2B,LAMC2,0.08304419071933869
JUN,LBP,-0.17095663972512082
AR,LCP1,0.07379144864026742
JUN,LDHA,0.12088459923849844
MYC,LDHA,0.15359179753979782
EGR1,LDLR,0.059191960726771166
KLF13,LDLR,-0.513369126324161
AXIN2,LEF1,0.2157327240952618
FLI1,LEF1,0.04445205633581418
FOXA2,LEF1,0.06258115442116279
GATA2,LEF1,0.04832876895400755
JUP,LEF1,0.3259044950966043
LMO2,LEF1,-0.08708004086094953
PITX2,LEF1,0.1324688375579229
SMAD3,LEF1,0.12766521220633542
SMAD7,LEF1,0.14012607937465724
JUN,LGALS3,0.17095663972512082
EGR1,LHB,0.08371007364325539
NR2F1,LHCGR,-0.2383855853255048
PITX2,LHX6,0.39740651267376875
JAK1,LIF,0.7143396067228085
CSF3,LIFR,0.2035271511928611
IL11,LIFR,0.1351237570242748
IL6,LIFR,0.22784252940127026
LIF,LIFR,0.29558447740816085
CDH1,LIMA1,0.11637700520678328
PPARG,LIPA,0.1316338891235288
PPARG,LIPE,0.1316338891235288
POU2F2,LITAF,0.26434327889819526
GATA2,LMO2,0.08370788329559846
GATA3,LMO2,0.11279647034956194
JUN,LMO2,0.09870186196505239
EGR1,LMTK2,0.08371007364325539
HLA-A,LNPEP,0.27950781987008677
HLA-B,LNPEP,0.4101589547701743
HLA-F,LNPEP,0.42285004414241195
HLA-G,LNPEP,0.6038219979422225
JUN,LOR,0.17095663972512082
BMP1,LOX,0.08696604184826653
GATA3,LOX,-0.11279647034956194
JUN,LOX,0.09870186196505239
BMP1,LOXL1,0.15062960301435882
GATA2,LPAR1,0.07249315343101131
GNA15,LPAR1,0.32958684912900243
GPSM3,LPAR1,-0.07641503974761564
JUN,LPAR1,0.08547831986256041
GPSM3,LPAR2,-0.10806718558035716
SNAI2,LPAR2,-0.24403534971234417
GNA15,LPAR4,0.6591736982580049
GNA15,LPAR5,0.4661061920180503
GPSM3,LPAR5,-0.10806718558035716
MMP15,LRP1,0.20292861808195609
AGRN,LRP4,0.3745186873262823
MMP15,LRP4,0.14349220194256618
DKK1,LRP5,-0.14700269020154208
FZD1,LRP5,0.1662122350197277
FZD3,LRP5,0.23474664806488146
FZD5,LRP5,0.2185073172230266
FZD8,LRP5,0.2925187131638969
MMP15,LRP5,0.06764287269398536
SOST,LRP5,-0.09811742057176967
WNT7B,LRP5,0.11603414718111899
WNT8B,LRP5,0.04174922343706488
B3GNT3,LUM,0.26399298813804045
B3GNT7,LUM,0.22623476832456912
B4GALT4,LUM,0.29703526155994353
CHST2,LUM,0.26871290460373926
ITGA2,LUM,0.6065165213366263
BIRC3,MADD,0.258707673179522
CRADD,MADD,0.32359638933521395
MYC,MAGEC2,0.15359179753979782
TFAP2C,MAGEC2,0.2384464724573337
NGFR,MAGED1,0.8371616843487597
CARD11,MALT1,1.3312558902445237
NOTCH2,MAML3,1.018501307436529
ATF1,MAP1LC3B,0.30658155064069903
BMPR1B,MAPK13,-0.040860349190091405
DSCAM,MAPK13,0.10424084822850203
IL1RAP,MAPK13,0.14956431620485905
KDR,MAPK13,0.18944623128528373
MALT1,MAPK13,0.39236416753287306
NCK2,MAPK13,0.2344531757424059
PAK2,MAPK13,0.2991839079467393
PRKG1,MAPK13,0.16313857266394238
PTPRR,MAPK13,-0.1589156505978159
RAPGEF3,MAPK13,0.2092404752254333
RIPK2,MAPK13,0.19370742647360545
VEGFA,MAPK13,0.2101657891568018
PAK2,MAPK4,1.036403458741525
MEF2C,MAPK7,0.18490108997036347
JUN,MAPK8,0.17095663972512082
IFNGR2,MARCKSL1,0.8561047297355945
JUN,MAT2A,0.12088459923849844
MYC,MAT2A,0.15359179753979782
IRS1,MDK,0.3923926614982234
ITGA6,MDK,0.8457059875494173
PTN,MDK,0.718743276603488
PTPN6,MDK,0.3064711216813927
NR4A1,MDM2,-0.15036658867419714
TFAP4,MDM2,-0.270982667802664
EGR1,MECOM,0.0483300335518169
JUN,MECOM,0.09870186196505239
PPARG,MECOM,0.07599886131994671
CAMK2D,MEF2C,0.14814758826703783
GRIP1,MEF2C,0.2719124706376246
HIPK2,MEF2C,-0.1257689218278371
JUN,MEF2C,0.06461553624113361
MAPK13,MEF2C,0.2397713923800784
NFATC1,MEF2C,0.10202477421923035
NR1D1,MEF2C,-0.2309499311950163
JUN,MEF2D,0.17095663972512082
ZEB2,MEOX2,-0.2965267485550287
FOXP2,MET,-0.1524871266285387
SMAD7,MET,0.29725230284071363
PPARGC1A,MFN2,0.3415742429984249
NR3C1,MFSD2A,0.297063585570124
JUN,MGP,0.17095663972512082
CYP1A1,MGST1,0.02260141032270336
CYP2C18,MGST1,0.05865394666644866
EPHX1,MGST1,0.20337115634865918
KLF2,MGST1,0.10066396462311367
FLI1,MIR708,-0.13335616900744254
ATF1,MITF,0.17700494079098048
LEF1,MITF,0.1815458541442923
TCF4,MITF,-0.07283652018855075
SATB1,MKI67,0.2200968326213348
GATA2,MMD,0.14498630686202263
MYC,MME,0.2172116031500447
CITED2,MMP1,-0.22111120732301398
FLI1,MMP1,-0.07699322007454419
JUN,MMP1,0.09870186196505239
JUN,MMP12,0.17095663972512082
CITED2,MMP13,-0.2708048171760637
JUN,MMP13,0.12088459923849844
EGR1,MMP14,0.059191960726771166
ETV4,MMP14,0.21379985316550268
JUN,MMP2,0.12088459923849844
NR4A1,MMP2,0.15036658867419714
A2M,MMP3,0.17191562161073282
ETV4,MMP3,0.15117932599001513
FLI1,MMP3,0.06667808450372127
JUN,MMP3,0.08547831986256041
ETV4,MMP7,0.15117932599001513
FOXA2,MMP7,0.0938717316317442
JUN,MMP7,0.08547831986256041
LEF1,MMP7,0.15722332164070152
CIITA,MMP9,-0.07208830106568291
JUN,MMP9,-0.06979275591122712
PPARG,MMP9,-0.053739310201790326
SMAD3,MMP9,-0.15635731390482824
SNAI2,MMP9,0.1408938748482064
SPDEF,MMP9,-0.09570363869695296
FLI1,MPL,0.13335616900744254
CASK,MPP1,0.11925944916846218
CLIC5,MPP1,0.2184927347846655
EPB41L1,MPP1,0.38182577566670073
GSN,MPP1,0.4718143025022917
GATA2,MS4A2,0.14498630686202263
CASK,MSN,0.09015166971265706
CLIC5,MSN,0.16516498271846186
EPB41L1,MSN,0.28863315616240787
GSN,MSN,0.3566580884069896
ICAM1,MSN,0.4008206580783906
MPP1,MSN,0.48429830790949785
SDC2,MSN,0.4108541559990876
JUN,MSR1,0.17095663972512082
MYC,MST1,-0.2172116031500447
FGF20,MST1R,0.1394633618080966
FGF5,MST1R,0.16793537311403015
NGF,MST1R,0.12739585222348543
PDGFA,MST1R,0.2625270104182741
PDGFB,MST1R,0.2292082516232393
PDGFD,MST1R,0.2540621567440248
VEGFA,MST1R,0.27517161065747814
JUN,MT1A,0.17095663972512082
FOXF2,MT1E,-0.2007422563662152
FOXF2,MT1F,-0.2007422563662152
NR2F1,MTTP,-0.2383855853255048
AR,MUC1,-0.042603512736350845
GATA3,MUC1,0.11279647034956194
ZEB1,MUC1,-0.13072515172782678
SPDEF,MUC2,0.2344250813352135
ETV4,MUC4,0.30235865198003026
GLI2,MUC5AC,0.5243228371111321
AGRN,MUSK,0.3745186873262823
LRP4,MUSK,0.7053721349440046
EGR1,MYB,-0.08371007364325539
AR,MYC,0.015732389711023247
CBL,MYC,-0.05605473376736671
ERBB3,MYC,-0.18169226604580285
ERBB4,MYC,-0.17471551041411368
GATA2,MYC,0.03091118448473758
GFI1,MYC,0.11545306582954067
HEY1,MYC,0.09933267420925153
JUN,MYC,0.036448078055143766
JUP,MYC,0.2084492154543287
LEF1,MYC,0.06704024960321223
MAPK13,MYC,0.1352493058673451
MYBL2,MYC,0.0944614943220108
PAK2,MYC,0.22096195983712544
POU2F2,MYC,0.05635817642488614
PPARG,MYC,-0.028064439457811334
RPS6KA5,MYC,0.152243946099805
SMAD7,MYC,0.08962494150834015
STAT4,MYC,0.14815425997791115
TCF4,MYC,0.026896667603264937
TCF7,MYC,0.1230587528132303
TCF7L2,MYC,0.07554954850067094
THRB,MYC,0.1410096775360206
LEF1,MYCBP,0.31444664328140304
LEF1,MYCL,0.22234735378562742
TCF7L2,MYCL,0.25056950545748286
GATA2,MYCT1,0.14498630686202263
PAK6,MYLK,-1.3797689770633599
CASK,MYO7A,0.09737493248937332
CLIC5,MYO7A,0.1783985709092278
EPB41L1,MYO7A,0.31175944034193814
GSN,MYO7A,0.3852347648259211
MPP1,MYO7A,0.5231019590398575
MSN,MYO7A,0.8603956627421503
EGR1,NAB2,0.08371007364325539
JUN,NAMPT,0.17095663972512082
PBX1,NANOG,0.28039066728456197
AR,NAT1,0.07379144864026742
SOX4,NCAM1,0.5402974607775346
CREB3L1,NCEH1,0.4506861089021922
NR4A1,NCEH1,0.12277380553824774
PBX1,NCEH1,0.16188362723500066
EPHB2,NCK2,0.21185650893412084
IRS1,NCK2,0.32038726649442995
KDR,NCK2,0.26791742962411835
PDGFB,NCK2,0.24757320745093944
ROBO1,NCK2,0.3143179620768475
VLDLR,NCK2,0.4286744889003536
MYC,NDRG1,-0.2172116031500447
FBXO2,NEDD4L,0.38895294990576845
FBXO27,NEDD4L,0.43277390960865936
FBXO44,NEDD4L,0.3975978429512293
FBXO6,NEDD4L,0.3685245569285762
RNF115,NEDD4L,0.4197944561108477
SGK1,NEDD4L,-0.3189936657071087
NR3C1,NEDD9,0.297063585570124
JUN,NEFL,0.17095663972512082
JUN,NEIL1,0.17095663972512082
JUN,NEK6,0.12088459923849844
MEF2C,NEK6,0.13074481456682793
EGR1,NFATC1,0.02790335788108513
GRIP1,NFATC1,0.23980425856143578
IFNAR2,NFATC1,0.20541025624197864
JUN,NFATC1,0.05698554657504027
LMO2,NFATC1,0.08708004086094953
MAPK13,NFATC1,0.21145849191512497
NR3C1,NFATC1,-0.09902119519004134
PPP3CC,NFATC1,0.30226524851478626
RNF128,NFATC1,-0.20883865902779172
MEF2C,NFATC4,0.10675269406784457
PPP3CC,NFATC4,0.523538767790043
ZEB1,NFATC4,0.13072515172782678
MYC,NFE2,-0.2172116031500447
AR,NFKB1,-0.042603512736350845
NR3C1,NFKB1,-0.17150974109534656
TNFAIP3,NFKB1,-0.32984338249125045
ARHGAP32,NGF,0.20676805673422782
DNM1,NGF,-0.12110534227827129
FURIN,NGF,0.08966242611578622
IRS1,NGF,0.2615951076654822
JUN,NGF,0.05698554657504027
MAGED1,NGF,-0.36737561963172044
MAGEH1,NGF,0.126178818235479
NEDD4L,NGF,0.23250511120489226
NGFR,NGF,0.27905389478291986
ANGPT1,NGFR,0.08844044931932886
ARHGDIB,NGFR,0.20443117864312116
EFNA1,NGFR,0.0677064137350021
EREG,NGFR,0.06929375962293607
FGF20,NGFR,0.0952716134735184
FGF5,NGFR,0.1147217000108348
KITLG,NGFR,0.11138049087932345
MAGED1,NGFR,-0.2845679313272567
MAGEH1,NGFR,0.09773769233402856
PDGFA,NGFR,0.17934009003270782
PDGFB,NGFR,0.1565790446356675
PDGFD,NGFR,0.17355749410996885
PGF,NGFR,0.07995877777272078
TGFA,NGFR,0.2790228900387022
VEGFA,NGFR,0.1879779964397988
HSPG2,NID2,0.19032026340440322
LAMA1,NID2,0.3126285600669418
LAMA3,NID2,0.3312288173123669
LAMA5,NID2,0.36067415603217107
LAMB2,NID2,0.46839035300209486
FOXP2,NKX2-1,-0.21564936256538295
AR,NKX3-1,0.07379144864026742
NEK7,NLRP3,1.029066647158725
GNA15,NMB,0.6591736982580049
JUN,NNMT,0.17095663972512082
BMPR1B,NOG,0.14154440162448825
MYC,NOL7,0.2172116031500447
JUN,NOS2,0.17095663972512082
GATA2,NOS3,0.10252080076132987
KLF2,NOS3,0.14236034401225278
CNTN1,NOTCH2,0.23992172561288716
FURIN,NOTCH2,0.15529987756243235
MDK,NOTCH2,0.7921112752763074
TCF4,NOTUM,0.12615655361308614
HIPK2,NOX1,-0.33275328981718005
JUN,NOX5,0.17095663972512082
NFATC1,NPPB,0.19087087504566339
NFATC4,NPPB,0.369923201121859
EDN1,NPY1R,0.25213550169458665
EDN2,NPY1R,0.09563060218515289
GPSM3,NPY1R,-0.08823648753684368
BHLHE40,NR1D1,0.26833064798574774
FOXA2,NR1D1,0.06637733799853006
MEF2C,NR1D1,0.06537240728341397
MYC,NR1D1,0.07679589876989891
PER2,NR1D1,-0.20219057199450938
PPARG,NR1D1,0.046539607816602664
